zone_id,date,bike_availability
Z051,2025-01-19,63.0
Z051,2025-01-20,98.0
Z051,2025-01-21,97.0
Z051,2025-01-22,135.0
Z051,2025-01-23,43.0
Z051,2025-01-24,114.0
Z051,2025-01-25,
Z051,2025-01-26,72.0
Z051,2025-01-27,24.0
Z051,2025-01-28,189.0
Z051,2025-01-29,94.0
Z051,2025-01-30,157.0
Z051,2025-01-31,84.0
Z051,2025-02-01,13.0
Z051,2025-02-02,124.0
Z051,2025-02-03,88.0
Z051,2025-02-04,143.0
Z051,2025-02-05,1.0
Z051,2025-02-06,27.0
Z051,2025-02-07,92.0
Z051,2025-02-08,61.0
Z051,2025-02-09,108.0
Z051,2025-02-10,48.0
Z051,2025-02-11,134.0
Z051,2025-02-12,12.0
Z051,2025-02-13,92.0
Z051,2025-02-14,90.0
Z051,2025-02-15,171.0
Z051,2025-02-16,141.0
Z051,2025-02-17,66.0
Z051,2025-02-18,111.0
Z051,2025-02-19,3.0
Z051,2025-02-20,146.0
Z051,2025-02-21,45.0
Z051,2025-02-22,177.0
Z051,2025-02-23,113.0
Z051,2025-02-24,145.0
Z051,2025-02-25,84.0
Z051,2025-02-26,
Z051,2025-02-27,164.0
Z051,2025-02-28,192.0
Z051,2025-03-01,166.0
Z051,2025-03-02,19.0
Z051,2025-03-03,61.0
Z051,2025-03-04,64.0
Z051,2025-03-05,8.0
Z051,2025-03-06,34.0
Z051,2025-03-07,128.0
Z051,2025-03-08,22.0
Z051,2025-03-09,126.0
Z051,2025-03-10,67.0
Z051,2025-03-11,97.0
Z051,2025-03-12,61.0
Z051,2025-03-13,175.0
Z051,2025-03-14,164.0
Z051,2025-03-15,39.0
Z051,2025-03-16,106.0
Z051,2025-03-17,9.0
Z051,2025-03-18,118.0
Z051,2025-03-19,
Z051,2025-03-20,123.0
Z051,2025-03-21,197.0
Z051,2025-03-22,120.0
Z051,2025-03-23,15.0
Z051,2025-03-24,107.0
Z051,2025-03-25,78.0
Z051,2025-03-26,46.0
Z051,2025-03-27,23.0
Z051,2025-03-28,10.0
Z051,2025-03-29,106.0
Z051,2025-03-30,88.0
Z051,2025-03-31,64.0
Z052,2025-01-01,16.0
Z052,2025-01-02,8.0
Z052,2025-01-03,114.0
Z052,2025-01-04,83.0
Z052,2025-01-05,1.0
Z052,2025-01-06,52.0
Z052,2025-01-07,15.0
Z052,2025-01-08,119.0
Z052,2025-01-09,3.0
Z052,2025-01-10,113.0
Z052,2025-01-11,170.0
Z052,2025-01-12,96.0
Z052,2025-01-13,72.0
Z052,2025-01-14,40.0
Z052,2025-01-15,169.0
Z052,2025-01-16,189.0
Z052,2025-01-17,3.0
Z052,2025-01-18,
Z052,2025-01-19,4.0
Z052,2025-01-20,99.0
Z052,2025-01-21,110.0
Z052,2025-01-22,84.0
Z052,2025-01-23,146.0
Z052,2025-01-24,
Z052,2025-01-25,89.0
Z052,2025-01-26,54.0
Z052,2025-01-27,119.0
Z052,2025-01-28,89.0
Z052,2025-01-29,82.0
Z052,2025-01-30,159.0
Z052,2025-01-31,57.0
Z052,2025-02-01,103.0
Z052,2025-02-02,165.0
Z052,2025-02-03,
Z052,2025-02-04,86.0
Z052,2025-02-05,56.0
Z052,2025-02-06,113.0
Z052,2025-02-07,101.0
Z052,2025-02-08,72.0
Z052,2025-02-09,121.0
Z052,2025-02-10,163.0
Z052,2025-02-11,198.0
Z052,2025-02-12,150.0
Z052,2025-02-13,168.0
Z052,2025-02-14,193.0
Z052,2025-02-15,45.0
Z052,2025-02-16,49.0
Z052,2025-02-17,154.0
Z052,2025-02-18,112.0
Z052,2025-02-19,145.0
Z052,2025-02-20,38.0
Z052,2025-02-21,73.0
Z052,2025-02-22,19.0
Z052,2025-02-23,31.0
Z052,2025-02-24,2.0
Z052,2025-02-25,56.0
Z052,2025-02-26,12.0
Z052,2025-02-27,135.0
Z052,2025-02-28,124.0
Z052,2025-03-01,124.0
Z052,2025-03-02,171.0
Z052,2025-03-03,112.0
Z052,2025-03-04,
Z052,2025-03-05,198.0
Z052,2025-03-06,177.0
Z052,2025-03-07,1.0
Z052,2025-03-08,23.0
Z052,2025-03-09,188.0
Z052,2025-03-10,183.0
Z052,2025-03-11,19.0
Z052,2025-03-12,123.0
Z052,2025-03-13,45.0
Z052,2025-03-14,36.0
Z052,2025-03-15,112.0
Z052,2025-03-16,91.0
Z052,2025-03-17,15.0
Z052,2025-03-18,146.0
Z052,2025-03-19,3.0
Z052,2025-03-20,9.0
Z052,2025-03-21,155.0
Z052,2025-03-22,72.0
Z052,2025-03-23,193.0
Z052,2025-03-24,186.0
Z052,2025-03-25,0.0
Z052,2025-03-26,125.0
Z052,2025-03-27,13.0
Z052,2025-03-28,127.0
Z052,2025-03-29,81.0
Z052,2025-03-30,3.0
Z052,2025-03-31,54.0
Z053,2025-01-01,5.0
Z053,2025-01-02,80.0
Z053,2025-01-03,172.0
Z053,2025-01-04,159.0
Z053,2025-01-05,102.0
Z053,2025-01-06,81.0
Z053,2025-01-07,148.0
Z053,2025-01-08,
Z053,2025-01-09,109.0
Z053,2025-01-10,24.0
Z053,2025-01-11,38.0
Z053,2025-01-12,77.0
Z053,2025-01-13,43.0
Z053,2025-01-14,190.0
Z053,2025-01-15,174.0
Z053,2025-01-16,57.0
Z053,2025-01-17,51.0
Z053,2025-01-18,65.0
Z053,2025-01-19,68.0
Z053,2025-01-20,26.0
Z053,2025-01-21,133.0
Z053,2025-01-22,84.0
Z053,2025-01-23,178.0
Z053,2025-01-24,32.0
Z053,2025-01-25,34.0
Z053,2025-01-26,99.0
Z053,2025-01-27,5.0
Z053,2025-01-28,27.0
Z053,2025-01-29,117.0
Z053,2025-01-30,59.0
Z053,2025-01-31,7.0
Z053,2025-02-01,49.0
Z053,2025-02-02,79.0
Z053,2025-02-03,187.0
Z053,2025-02-04,115.0
Z053,2025-02-05,
Z053,2025-02-06,13.0
Z053,2025-02-07,55.0
Z053,2025-02-08,101.0
Z053,2025-02-09,
Z053,2025-02-10,10.0
Z053,2025-02-11,12.0
Z053,2025-02-12,19.0
Z053,2025-02-13,158.0
Z053,2025-02-14,109.0
Z053,2025-02-15,10.0
Z053,2025-02-16,121.0
Z053,2025-02-17,12.0
Z053,2025-02-18,110.0
Z053,2025-02-19,8.0
Z053,2025-02-20,194.0
Z053,2025-02-21,106.0
Z053,2025-02-22,10.0
Z053,2025-02-23,169.0
Z053,2025-02-24,102.0
Z053,2025-02-25,75.0
Z053,2025-02-26,155.0
Z053,2025-02-27,169.0
Z053,2025-02-28,195.0
Z053,2025-03-01,21.0
Z053,2025-03-02,48.0
Z053,2025-03-03,20.0
Z053,2025-03-04,106.0
Z053,2025-03-05,59.0
Z053,2025-03-06,138.0
Z053,2025-03-07,58.0
Z053,2025-03-08,123.0
Z053,2025-03-09,144.0
Z053,2025-03-10,169.0
Z053,2025-03-11,153.0
Z053,2025-03-12,17.0
Z053,2025-03-13,65.0
Z053,2025-03-14,137.0
Z053,2025-03-15,91.0
Z053,2025-03-16,46.0
Z053,2025-03-17,167.0
Z053,2025-03-18,85.0
Z053,2025-03-19,
Z053,2025-03-20,159.0
Z053,2025-03-21,99.0
Z053,2025-03-22,101.0
Z053,2025-03-23,197.0
Z053,2025-03-24,186.0
Z053,2025-03-25,111.0
Z053,2025-03-26,178.0
Z053,2025-03-27,
Z053,2025-03-28,99.0
Z053,2025-03-29,34.0
Z053,2025-03-30,175.0
Z053,2025-03-31,57.0
Z054,2025-01-01,89.0
Z054,2025-01-02,139.0
Z054,2025-01-03,47.0
Z054,2025-01-04,136.0
Z054,2025-01-05,156.0
Z054,2025-01-06,13.0
Z054,2025-01-07,103.0
Z054,2025-01-08,167.0
Z054,2025-01-09,47.0
Z054,2025-01-10,95.0
Z054,2025-01-11,24.0
Z054,2025-01-12,75.0
Z054,2025-01-13,121.0
Z054,2025-01-14,122.0
Z054,2025-01-15,145.0
Z054,2025-01-16,52.0
Z054,2025-01-17,4.0
Z054,2025-01-18,67.0
Z054,2025-01-19,64.0
Z054,2025-01-20,76.0
Z054,2025-01-21,0.0
Z054,2025-01-22,146.0
Z054,2025-01-23,171.0
Z054,2025-01-24,58.0
Z054,2025-01-25,173.0
Z054,2025-01-26,32.0
Z054,2025-01-27,157.0
Z054,2025-01-28,50.0
Z054,2025-01-29,100.0
Z054,2025-01-30,160.0
Z054,2025-01-31,181.0
Z054,2025-02-01,73.0
Z054,2025-02-02,168.0
Z054,2025-02-03,142.0
Z054,2025-02-04,0.0
Z054,2025-02-05,94.0
Z054,2025-02-06,158.0
Z054,2025-02-07,55.0
Z054,2025-02-08,138.0
Z054,2025-02-09,187.0
Z054,2025-02-10,70.0
Z054,2025-02-11,48.0
Z054,2025-02-12,128.0
Z054,2025-02-13,175.0
Z054,2025-02-14,97.0
Z054,2025-02-15,193.0
Z054,2025-02-16,154.0
Z054,2025-02-17,153.0
Z054,2025-02-18,190.0
Z054,2025-02-19,104.0
Z054,2025-02-20,48.0
Z054,2025-02-21,128.0
Z054,2025-02-22,121.0
Z054,2025-02-23,66.0
Z054,2025-02-24,13.0
Z054,2025-02-25,145.0
Z054,2025-02-26,166.0
Z054,2025-02-27,7.0
Z054,2025-02-28,122.0
Z054,2025-03-01,106.0
Z054,2025-03-02,12.0
Z054,2025-03-03,142.0
Z054,2025-03-04,170.0
Z054,2025-03-05,61.0
Z054,2025-03-06,109.0
Z054,2025-03-07,181.0
Z054,2025-03-08,46.0
Z054,2025-03-09,85.0
Z054,2025-03-10,76.0
Z054,2025-03-11,120.0
Z054,2025-03-12,104.0
Z054,2025-03-13,
Z054,2025-03-14,96.0
Z054,2025-03-15,124.0
Z054,2025-03-16,184.0
Z054,2025-03-17,110.0
Z054,2025-03-18,141.0
Z054,2025-03-19,166.0
Z054,2025-03-20,44.0
Z054,2025-03-21,131.0
Z054,2025-03-22,191.0
Z054,2025-03-23,182.0
Z054,2025-03-24,96.0
Z054,2025-03-25,130.0
Z054,2025-03-26,75.0
Z054,2025-03-27,75.0
Z054,2025-03-28,38.0
Z054,2025-03-29,132.0
Z054,2025-03-30,
Z054,2025-03-31,136.0
Z055,2025-01-01,57.0
Z055,2025-01-02,162.0
Z055,2025-01-03,172.0
Z055,2025-01-04,71.0
Z055,2025-01-05,161.0
Z055,2025-01-06,62.0
Z055,2025-01-07,108.0
Z055,2025-01-08,123.0
Z055,2025-01-09,
Z055,2025-01-10,35.0
Z055,2025-01-11,60.0
Z055,2025-01-12,166.0
Z055,2025-01-13,189.0
Z055,2025-01-14,81.0
Z055,2025-01-15,40.0
Z055,2025-01-16,
Z055,2025-01-17,
Z055,2025-01-18,29.0
Z055,2025-01-19,199.0
Z055,2025-01-20,104.0
Z055,2025-01-21,
Z055,2025-01-22,111.0
Z055,2025-01-23,90.0
Z055,2025-01-24,49.0
Z055,2025-01-25,
Z055,2025-01-26,182.0
Z055,2025-01-27,149.0
Z055,2025-01-28,66.0
Z055,2025-01-29,83.0
Z055,2025-01-30,139.0
Z055,2025-01-31,43.0
Z055,2025-02-01,
Z055,2025-02-02,62.0
Z055,2025-02-03,120.0
Z055,2025-02-04,183.0
Z055,2025-02-05,
Z055,2025-02-06,45.0
Z055,2025-02-07,101.0
Z055,2025-02-08,191.0
Z055,2025-02-09,57.0
Z055,2025-02-10,2.0
Z055,2025-02-11,117.0
Z055,2025-02-12,11.0
Z055,2025-02-13,137.0
Z055,2025-02-14,100.0
Z055,2025-02-15,159.0
Z055,2025-02-16,160.0
Z055,2025-02-17,69.0
Z055,2025-02-18,99.0
Z055,2025-02-19,183.0
Z055,2025-02-20,184.0
Z055,2025-02-21,124.0
Z055,2025-02-22,84.0
Z055,2025-02-23,117.0
Z055,2025-02-24,84.0
Z055,2025-02-25,101.0
Z055,2025-02-26,56.0
Z055,2025-02-27,184.0
Z055,2025-02-28,114.0
Z055,2025-03-01,92.0
Z055,2025-03-02,58.0
Z055,2025-03-03,170.0
Z055,2025-03-04,126.0
Z055,2025-03-05,25.0
Z055,2025-03-06,
Z055,2025-03-07,88.0
Z055,2025-03-08,192.0
Z055,2025-03-09,18.0
Z055,2025-03-10,136.0
Z055,2025-03-11,167.0
Z055,2025-03-12,57.0
Z055,2025-03-13,67.0
Z055,2025-03-14,137.0
Z055,2025-03-15,54.0
Z055,2025-03-16,87.0
Z055,2025-03-17,2.0
Z055,2025-03-18,20.0
Z055,2025-03-19,26.0
Z055,2025-03-20,122.0
Z055,2025-03-21,30.0
Z055,2025-03-22,2.0
Z055,2025-03-23,104.0
Z055,2025-03-24,3.0
Z055,2025-03-25,3.0
Z055,2025-03-26,45.0
Z055,2025-03-27,62.0
Z055,2025-03-28,141.0
Z055,2025-03-29,
Z055,2025-03-30,169.0
Z055,2025-03-31,175.0
Z056,2025-01-01,98.0
Z056,2025-01-02,48.0
Z056,2025-01-03,101.0
Z056,2025-01-04,85.0
Z056,2025-01-05,105.0
Z056,2025-01-06,71.0
Z056,2025-01-07,37.0
Z056,2025-01-08,195.0
Z056,2025-01-09,
Z056,2025-01-10,174.0
Z056,2025-01-11,118.0
Z056,2025-01-12,64.0
Z056,2025-01-13,28.0
Z056,2025-01-14,27.0
Z056,2025-01-15,36.0
Z056,2025-01-16,79.0
Z056,2025-01-17,79.0
Z056,2025-01-18,187.0
Z056,2025-01-19,19.0
Z056,2025-01-20,
Z056,2025-01-21,3.0
Z056,2025-01-22,136.0
Z056,2025-01-23,184.0
Z056,2025-01-24,191.0
Z056,2025-01-25,
Z056,2025-01-26,157.0
Z056,2025-01-27,147.0
Z056,2025-01-28,155.0
Z056,2025-01-29,156.0
Z056,2025-01-30,133.0
Z056,2025-01-31,89.0
Z056,2025-02-01,80.0
Z056,2025-02-02,150.0
Z056,2025-02-03,71.0
Z056,2025-02-04,22.0
Z056,2025-02-05,24.0
Z056,2025-02-06,42.0
Z056,2025-02-07,169.0
Z056,2025-02-08,129.0
Z056,2025-02-09,55.0
Z056,2025-02-10,81.0
Z056,2025-02-11,8.0
Z056,2025-02-12,
Z056,2025-02-13,
Z056,2025-02-14,31.0
Z056,2025-02-15,141.0
Z056,2025-02-16,151.0
Z056,2025-02-17,2.0
Z056,2025-02-18,18.0
Z056,2025-02-19,36.0
Z056,2025-02-20,14.0
Z056,2025-02-21,
Z056,2025-02-22,106.0
Z056,2025-02-23,86.0
Z056,2025-02-24,155.0
Z056,2025-02-25,145.0
Z056,2025-02-26,188.0
Z056,2025-02-27,144.0
Z056,2025-02-28,127.0
Z056,2025-03-01,83.0
Z056,2025-03-02,117.0
Z056,2025-03-03,176.0
Z056,2025-03-04,86.0
Z056,2025-03-05,85.0
Z056,2025-03-06,171.0
Z056,2025-03-07,23.0
Z056,2025-03-08,191.0
Z056,2025-03-09,194.0
Z056,2025-03-10,33.0
Z056,2025-03-11,124.0
Z056,2025-03-12,98.0
Z056,2025-03-13,139.0
Z056,2025-03-14,13.0
Z056,2025-03-15,146.0
Z056,2025-03-16,62.0
Z056,2025-03-17,94.0
Z056,2025-03-18,50.0
Z056,2025-03-19,122.0
Z056,2025-03-20,185.0
Z056,2025-03-21,184.0
Z056,2025-03-22,109.0
Z056,2025-03-23,185.0
Z056,2025-03-24,80.0
Z056,2025-03-25,111.0
Z056,2025-03-26,173.0
Z056,2025-03-27,157.0
Z056,2025-03-28,86.0
Z056,2025-03-29,3.0
Z056,2025-03-30,45.0
Z056,2025-03-31,82.0
Z057,2025-01-01,82.0
Z057,2025-01-02,62.0
Z057,2025-01-03,123.0
Z057,2025-01-04,56.0
Z057,2025-01-05,153.0
Z057,2025-01-06,
Z057,2025-01-07,123.0
Z057,2025-01-08,146.0
Z057,2025-01-09,68.0
Z057,2025-01-10,63.0
Z057,2025-01-11,110.0
Z057,2025-01-12,97.0
Z057,2025-01-13,80.0
Z057,2025-01-14,64.0
Z057,2025-01-15,129.0
Z057,2025-01-16,121.0
Z057,2025-01-17,45.0
Z057,2025-01-18,107.0
Z057,2025-01-19,99.0
Z057,2025-01-20,198.0
Z057,2025-01-21,14.0
Z057,2025-01-22,46.0
Z057,2025-01-23,172.0
Z057,2025-01-24,34.0
Z057,2025-01-25,70.0
Z057,2025-01-26,36.0
Z057,2025-01-27,190.0
Z057,2025-01-28,22.0
Z057,2025-01-29,51.0
Z057,2025-01-30,70.0
Z057,2025-01-31,143.0
Z057,2025-02-01,13.0
Z057,2025-02-02,
Z057,2025-02-03,131.0
Z057,2025-02-04,91.0
Z057,2025-02-05,184.0
Z057,2025-02-06,82.0
Z057,2025-02-07,171.0
Z057,2025-02-08,81.0
Z057,2025-02-09,91.0
Z057,2025-02-10,54.0
Z057,2025-02-11,177.0
Z057,2025-02-12,138.0
Z057,2025-02-13,82.0
Z057,2025-02-14,2.0
Z057,2025-02-15,55.0
Z057,2025-02-16,41.0
Z057,2025-02-17,72.0
Z057,2025-02-18,138.0
Z057,2025-02-19,93.0
Z057,2025-02-20,
Z057,2025-02-21,12.0
Z057,2025-02-22,4.0
Z057,2025-02-23,196.0
Z057,2025-02-24,185.0
Z057,2025-02-25,45.0
Z057,2025-02-26,46.0
Z057,2025-02-27,191.0
Z057,2025-02-28,199.0
Z057,2025-03-01,63.0
Z057,2025-03-02,42.0
Z057,2025-03-03,
Z057,2025-03-04,133.0
Z057,2025-03-05,182.0
Z057,2025-03-06,73.0
Z057,2025-03-07,186.0
Z057,2025-03-08,74.0
Z057,2025-03-09,12.0
Z057,2025-03-10,39.0
Z057,2025-03-11,122.0
Z057,2025-03-12,170.0
Z057,2025-03-13,23.0
Z057,2025-03-14,164.0
Z057,2025-03-15,178.0
Z057,2025-03-16,137.0
Z057,2025-03-17,156.0
Z057,2025-03-18,190.0
Z057,2025-03-19,120.0
Z057,2025-03-20,123.0
Z057,2025-03-21,163.0
Z057,2025-03-22,10.0
Z057,2025-03-23,82.0
Z057,2025-03-24,175.0
Z057,2025-03-25,71.0
Z057,2025-03-26,134.0
Z057,2025-03-27,173.0
Z057,2025-03-28,107.0
Z057,2025-03-29,
Z057,2025-03-30,173.0
Z057,2025-03-31,189.0
Z058,2025-01-01,
Z058,2025-01-02,189.0
Z058,2025-01-03,159.0
Z058,2025-01-04,39.0
Z058,2025-01-05,106.0
Z058,2025-01-06,121.0
Z058,2025-01-07,137.0
Z058,2025-01-08,95.0
Z058,2025-01-09,153.0
Z058,2025-01-10,198.0
Z058,2025-01-11,22.0
Z058,2025-01-12,127.0
Z058,2025-01-13,168.0
Z058,2025-01-14,154.0
Z058,2025-01-15,161.0
Z058,2025-01-16,154.0
Z058,2025-01-17,65.0
Z058,2025-01-18,24.0
Z058,2025-01-19,
Z058,2025-01-20,43.0
Z058,2025-01-21,147.0
Z058,2025-01-22,0.0
Z058,2025-01-23,50.0
Z058,2025-01-24,116.0
Z058,2025-01-25,10.0
Z058,2025-01-26,29.0
Z058,2025-01-27,8.0
Z058,2025-01-28,5.0
Z058,2025-01-29,7.0
Z058,2025-01-30,32.0
Z058,2025-01-31,110.0
Z058,2025-02-01,45.0
Z058,2025-02-02,
Z058,2025-02-03,0.0
Z058,2025-02-04,73.0
Z058,2025-02-05,155.0
Z058,2025-02-06,136.0
Z058,2025-02-07,138.0
Z058,2025-02-08,133.0
Z058,2025-02-09,47.0
Z058,2025-02-10,188.0
Z058,2025-02-11,114.0
Z058,2025-02-12,195.0
Z058,2025-02-13,9.0
Z058,2025-02-14,97.0
Z058,2025-02-15,197.0
Z058,2025-02-16,152.0
Z058,2025-02-17,
Z058,2025-02-18,30.0
Z058,2025-02-19,16.0
Z058,2025-02-20,47.0
Z058,2025-02-21,91.0
Z058,2025-02-22,139.0
Z058,2025-02-23,140.0
Z058,2025-02-24,132.0
Z058,2025-02-25,63.0
Z058,2025-02-26,61.0
Z058,2025-02-27,89.0
Z058,2025-02-28,9.0
Z058,2025-03-01,66.0
Z058,2025-03-02,
Z058,2025-03-03,61.0
Z058,2025-03-04,58.0
Z058,2025-03-05,36.0
Z058,2025-03-06,20.0
Z058,2025-03-07,188.0
Z058,2025-03-08,193.0
Z058,2025-03-09,152.0
Z058,2025-03-10,186.0
Z058,2025-03-11,
Z058,2025-03-12,192.0
Z058,2025-03-13,23.0
Z058,2025-03-14,96.0
Z058,2025-03-15,32.0
Z058,2025-03-16,173.0
Z058,2025-03-17,112.0
Z058,2025-03-18,9.0
Z058,2025-03-19,115.0
Z058,2025-03-20,177.0
Z058,2025-03-21,
Z058,2025-03-22,81.0
Z058,2025-03-23,
Z058,2025-03-24,180.0
Z058,2025-03-25,143.0
Z058,2025-03-26,125.0
Z058,2025-03-27,95.0
Z058,2025-03-28,82.0
Z058,2025-03-29,51.0
Z058,2025-03-30,154.0
Z058,2025-03-31,160.0
Z059,2025-01-01,171.0
Z059,2025-01-02,69.0
Z059,2025-01-03,127.0
Z059,2025-01-04,149.0
Z059,2025-01-05,103.0
Z059,2025-01-06,82.0
Z059,2025-01-07,198.0
Z059,2025-01-08,96.0
Z059,2025-01-09,
Z059,2025-01-10,163.0
Z059,2025-01-11,52.0
Z059,2025-01-12,154.0
Z059,2025-01-13,68.0
Z059,2025-01-14,125.0
Z059,2025-01-15,133.0
Z059,2025-01-16,147.0
Z059,2025-01-17,21.0
Z059,2025-01-18,154.0
Z059,2025-01-19,187.0
Z059,2025-01-20,113.0
Z059,2025-01-21,91.0
Z059,2025-01-22,78.0
Z059,2025-01-23,197.0
Z059,2025-01-24,14.0
Z059,2025-01-25,
Z059,2025-01-26,153.0
Z059,2025-01-27,122.0
Z059,2025-01-28,178.0
Z059,2025-01-29,
Z059,2025-01-30,150.0
Z059,2025-01-31,114.0
Z059,2025-02-01,134.0
Z059,2025-02-02,150.0
Z059,2025-02-03,15.0
Z059,2025-02-04,52.0
Z059,2025-02-05,8.0
Z059,2025-02-06,137.0
Z059,2025-02-07,54.0
Z059,2025-02-08,90.0
Z059,2025-02-09,77.0
Z059,2025-02-10,101.0
Z059,2025-02-11,30.0
Z059,2025-02-12,24.0
Z059,2025-02-13,8.0
Z059,2025-02-14,26.0
Z059,2025-02-15,13.0
Z059,2025-02-16,63.0
Z059,2025-02-17,
Z059,2025-02-18,76.0
Z059,2025-02-19,53.0
Z059,2025-02-20,199.0
Z059,2025-02-21,110.0
Z059,2025-02-22,
Z059,2025-02-23,23.0
Z059,2025-02-24,91.0
Z059,2025-02-25,17.0
Z059,2025-02-26,
Z059,2025-02-27,69.0
Z059,2025-02-28,14.0
Z059,2025-03-01,188.0
Z059,2025-03-02,5.0
Z059,2025-03-03,64.0
Z059,2025-03-04,115.0
Z059,2025-03-05,174.0
Z059,2025-03-06,84.0
Z059,2025-03-07,84.0
Z059,2025-03-08,142.0
Z059,2025-03-09,162.0
Z059,2025-03-10,15.0
Z059,2025-03-11,44.0
Z059,2025-03-12,17.0
Z059,2025-03-13,117.0
Z059,2025-03-14,67.0
Z059,2025-03-15,133.0
Z059,2025-03-16,176.0
Z059,2025-03-17,94.0
Z059,2025-03-18,163.0
Z059,2025-03-19,148.0
Z059,2025-03-20,107.0
Z059,2025-03-21,83.0
Z059,2025-03-22,112.0
Z059,2025-03-23,
Z059,2025-03-24,74.0
Z059,2025-03-25,168.0
Z059,2025-03-26,143.0
Z059,2025-03-27,198.0
Z059,2025-03-28,85.0
Z059,2025-03-29,55.0
Z059,2025-03-30,14.0
Z059,2025-03-31,63.0
Z060,2025-01-01,95.0
Z060,2025-01-02,156.0
Z060,2025-01-03,107.0
Z060,2025-01-04,13.0
Z060,2025-01-05,90.0
Z060,2025-01-06,139.0
Z060,2025-01-07,50.0
Z060,2025-01-08,143.0
Z060,2025-01-09,104.0
Z060,2025-01-10,138.0
Z060,2025-01-11,164.0
Z060,2025-01-12,122.0
Z060,2025-01-13,6.0
Z060,2025-01-14,0.0
Z060,2025-01-15,168.0
Z060,2025-01-16,134.0
Z060,2025-01-17,191.0
Z060,2025-01-18,49.0
Z060,2025-01-19,105.0
Z060,2025-01-20,37.0
Z060,2025-01-21,68.0
Z060,2025-01-22,172.0
Z060,2025-01-23,65.0
Z060,2025-01-24,51.0
Z060,2025-01-25,105.0
Z060,2025-01-26,42.0
Z060,2025-01-27,36.0
Z060,2025-01-28,149.0
Z060,2025-01-29,31.0
Z060,2025-01-30,50.0
Z060,2025-01-31,167.0
Z060,2025-02-01,192.0
Z060,2025-02-02,111.0
Z060,2025-02-03,22.0
Z060,2025-02-04,66.0
Z060,2025-02-05,139.0
Z060,2025-02-06,51.0
Z060,2025-02-07,68.0
Z060,2025-02-08,106.0
Z060,2025-02-09,17.0
Z060,2025-02-10,
Z060,2025-02-11,190.0
Z060,2025-02-12,129.0
Z060,2025-02-13,176.0
Z060,2025-02-14,19.0
Z060,2025-02-15,28.0
Z060,2025-02-16,49.0
Z060,2025-02-17,62.0
Z060,2025-02-18,10.0
Z060,2025-02-19,166.0
Z060,2025-02-20,189.0
Z060,2025-02-21,191.0
Z060,2025-02-22,57.0
Z060,2025-02-23,4.0
Z060,2025-02-24,69.0
Z060,2025-02-25,34.0
Z060,2025-02-26,
Z060,2025-02-27,
Z060,2025-02-28,83.0
Z060,2025-03-01,75.0
Z060,2025-03-02,11.0
Z060,2025-03-03,156.0
Z060,2025-03-04,
Z060,2025-03-05,92.0
Z060,2025-03-06,129.0
Z060,2025-03-07,13.0
Z060,2025-03-08,165.0
Z060,2025-03-09,165.0
Z060,2025-03-10,108.0
Z060,2025-03-11,157.0
Z060,2025-03-12,192.0
Z060,2025-03-13,51.0
Z060,2025-03-14,84.0
Z060,2025-03-15,138.0
Z060,2025-03-16,180.0
Z060,2025-03-17,125.0
Z060,2025-03-18,55.0
Z060,2025-03-19,97.0
Z060,2025-03-20,
Z060,2025-03-21,157.0
Z060,2025-03-22,22.0
Z060,2025-03-23,69.0
Z060,2025-03-24,1.0
Z060,2025-03-25,70.0
Z060,2025-03-26,110.0
Z060,2025-03-27,79.0
Z060,2025-03-28,186.0
Z060,2025-03-29,63.0
Z060,2025-03-30,5.0
Z060,2025-03-31,121.0
Z061,2025-01-01,128.0
Z061,2025-01-02,29.0
Z061,2025-01-03,164.0
Z061,2025-01-04,174.0
Z061,2025-01-05,147.0
Z061,2025-01-06,156.0
Z061,2025-01-07,131.0
Z061,2025-01-08,64.0
Z061,2025-01-09,176.0
Z061,2025-01-10,
Z061,2025-01-11,
Z061,2025-01-12,146.0
Z061,2025-01-13,192.0
Z061,2025-01-14,31.0
Z061,2025-01-15,127.0
Z061,2025-01-16,82.0
Z061,2025-01-17,173.0
Z061,2025-01-18,130.0
Z061,2025-01-19,182.0
Z061,2025-01-20,143.0
Z061,2025-01-21,86.0
Z061,2025-01-22,190.0
Z061,2025-01-23,190.0
Z061,2025-01-24,89.0
Z061,2025-01-25,43.0
Z061,2025-01-26,36.0
Z061,2025-01-27,81.0
Z061,2025-01-28,121.0
Z061,2025-01-29,21.0
Z061,2025-01-30,197.0
Z061,2025-01-31,68.0
Z061,2025-02-01,100.0
Z061,2025-02-02,128.0
Z061,2025-02-03,174.0
Z061,2025-02-04,81.0
Z061,2025-02-05,115.0
Z061,2025-02-06,136.0
Z061,2025-02-07,
Z061,2025-02-08,174.0
Z061,2025-02-09,150.0
Z061,2025-02-10,36.0
Z061,2025-02-11,66.0
Z061,2025-02-12,199.0
Z061,2025-02-13,119.0
Z061,2025-02-14,78.0
Z061,2025-02-15,58.0
Z061,2025-02-16,156.0
Z061,2025-02-17,20.0
Z061,2025-02-18,133.0
Z061,2025-02-19,191.0
Z061,2025-02-20,92.0
Z061,2025-02-21,85.0
Z061,2025-02-22,3.0
Z061,2025-02-23,100.0
Z061,2025-02-24,97.0
Z061,2025-02-25,113.0
Z061,2025-02-26,188.0
Z061,2025-02-27,116.0
Z061,2025-02-28,9.0
Z061,2025-03-01,65.0
Z061,2025-03-02,135.0
