zone_id,date,parking_capacity
Z047,2025-03-27,117.0
Z047,2025-03-28,273.0
Z047,2025-03-29,824.0
Z047,2025-03-30,338.0
Z047,2025-03-31,889.0
Z048,2025-01-01,288.0
Z048,2025-01-02,460.0
Z048,2025-01-03,904.0
Z048,2025-01-04,225.0
Z048,2025-01-05,130.0
Z048,2025-01-06,451.0
Z048,2025-01-07,314.0
Z048,2025-01-08,202.0
Z048,2025-01-09,
Z048,2025-01-10,593.0
Z048,2025-01-11,538.0
Z048,2025-01-12,847.0
Z048,2025-01-13,115.0
Z048,2025-01-14,868.0
Z048,2025-01-15,442.0
Z048,2025-01-16,482.0
Z048,2025-01-17,
Z048,2025-01-18,599.0
Z048,2025-01-19,784.0
Z048,2025-01-20,683.0
Z048,2025-01-21,712.0
Z048,2025-01-22,107.0
Z048,2025-01-23,766.0
Z048,2025-01-24,869.0
Z048,2025-01-25,809.0
Z048,2025-01-26,
Z048,2025-01-27,708.0
Z048,2025-01-28,168.0
Z048,2025-01-29,312.0
Z048,2025-01-30,196.0
Z048,2025-01-31,258.0
Z048,2025-02-01,759.0
Z048,2025-02-02,859.0
Z048,2025-02-03,455.0
Z048,2025-02-04,720.0
Z048,2025-02-05,209.0
Z048,2025-02-06,234.0
Z048,2025-02-07,729.0
Z048,2025-02-08,231.0
Z048,2025-02-09,273.0
Z048,2025-02-10,278.0
Z048,2025-02-11,918.0
Z048,2025-02-12,765.0
Z048,2025-02-13,979.0
Z048,2025-02-14,651.0
Z048,2025-02-15,843.0
Z048,2025-02-16,911.0
Z048,2025-02-17,667.0
Z048,2025-02-18,682.0
Z048,2025-02-19,619.0
Z048,2025-02-20,467.0
Z048,2025-02-21,
Z048,2025-02-22,143.0
Z048,2025-02-23,886.0
Z048,2025-02-24,
Z048,2025-02-25,929.0
Z048,2025-02-26,643.0
Z048,2025-02-27,482.0
Z048,2025-02-28,313.0
Z048,2025-03-01,311.0
Z048,2025-03-02,
Z048,2025-03-03,916.0
Z048,2025-03-04,
Z048,2025-03-05,789.0
Z048,2025-03-06,323.0
Z048,2025-03-07,943.0
Z048,2025-03-08,394.0
Z048,2025-03-09,412.0
Z048,2025-03-10,528.0
Z048,2025-03-11,601.0
Z048,2025-03-12,142.0
Z048,2025-03-13,816.0
Z048,2025-03-14,592.0
Z048,2025-03-15,169.0
Z048,2025-03-16,706.0
Z048,2025-03-17,104.0
Z048,2025-03-18,128.0
Z048,2025-03-19,544.0
Z048,2025-03-20,521.0
Z048,2025-03-21,378.0
Z048,2025-03-22,417.0
Z048,2025-03-23,145.0
Z048,2025-03-24,823.0
Z048,2025-03-25,748.0
Z048,2025-03-26,834.0
Z048,2025-03-27,760.0
Z048,2025-03-28,740.0
Z048,2025-03-29,206.0
Z048,2025-03-30,969.0
Z048,2025-03-31,693.0
Z049,2025-01-01,994.0
Z049,2025-01-02,611.0
Z049,2025-01-03,972.0
Z049,2025-01-04,331.0
Z049,2025-01-05,513.0
Z049,2025-01-06,
Z049,2025-01-07,129.0
Z049,2025-01-08,882.0
Z049,2025-01-09,306.0
Z049,2025-01-10,
Z049,2025-01-11,142.0
Z049,2025-01-12,143.0
Z049,2025-01-13,808.0
Z049,2025-01-14,938.0
Z049,2025-01-15,
Z049,2025-01-16,
Z049,2025-01-17,942.0
Z049,2025-01-18,745.0
Z049,2025-01-19,248.0
Z049,2025-01-20,657.0
Z049,2025-01-21,273.0
Z049,2025-01-22,
Z049,2025-01-23,849.0
Z049,2025-01-24,495.0
Z049,2025-01-25,632.0
Z049,2025-01-26,698.0
Z049,2025-01-27,914.0
Z049,2025-01-28,463.0
Z049,2025-01-29,
Z049,2025-01-30,622.0
Z049,2025-01-31,601.0
Z049,2025-02-01,849.0
Z049,2025-02-02,547.0
Z049,2025-02-03,872.0
Z049,2025-02-04,422.0
Z049,2025-02-05,258.0
Z049,2025-02-06,712.0
Z049,2025-02-07,108.0
Z049,2025-02-08,872.0
Z049,2025-02-09,860.0
Z049,2025-02-10,
Z049,2025-02-11,191.0
Z049,2025-02-12,953.0
Z049,2025-02-13,754.0
Z049,2025-02-14,454.0
Z049,2025-02-15,686.0
Z049,2025-02-16,887.0
Z049,2025-02-17,640.0
Z049,2025-02-18,971.0
Z049,2025-02-19,371.0
Z049,2025-02-20,123.0
Z049,2025-02-21,106.0
Z049,2025-02-22,394.0
Z049,2025-02-23,445.0
Z049,2025-02-24,763.0
Z049,2025-02-25,155.0
Z049,2025-02-26,951.0
Z049,2025-02-27,
Z049,2025-02-28,119.0
Z049,2025-03-01,738.0
Z049,2025-03-02,682.0
Z049,2025-03-03,871.0
Z049,2025-03-04,491.0
Z049,2025-03-05,
Z049,2025-03-06,764.0
Z049,2025-03-07,981.0
Z049,2025-03-08,998.0
Z049,2025-03-09,663.0
Z049,2025-03-10,946.0
Z049,2025-03-11,922.0
Z049,2025-03-12,588.0
Z049,2025-03-13,205.0
Z049,2025-03-14,139.0
Z049,2025-03-15,867.0
Z049,2025-03-16,850.0
Z049,2025-03-17,209.0
Z049,2025-03-18,316.0
Z049,2025-03-19,726.0
Z049,2025-03-20,794.0
Z049,2025-03-21,140.0
Z049,2025-03-22,511.0
Z049,2025-03-23,428.0
Z049,2025-03-24,494.0
Z049,2025-03-25,733.0
Z049,2025-03-26,929.0
Z049,2025-03-27,370.0
Z049,2025-03-28,318.0
Z049,2025-03-29,351.0
Z049,2025-03-30,840.0
Z049,2025-03-31,398.0
Z050,2025-01-01,963.0
Z050,2025-01-02,827.0
Z050,2025-01-03,346.0
Z050,2025-01-04,944.0
Z050,2025-01-05,419.0
Z050,2025-01-06,
Z050,2025-01-07,731.0
Z050,2025-01-08,714.0
Z050,2025-01-09,705.0
Z050,2025-01-10,167.0
Z050,2025-01-11,998.0
Z050,2025-01-12,794.0
Z050,2025-01-13,733.0
Z050,2025-01-14,767.0
Z050,2025-01-15,294.0
Z050,2025-01-16,109.0
Z050,2025-01-17,997.0
Z050,2025-01-18,979.0
Z050,2025-01-19,
Z050,2025-01-20,741.0
Z050,2025-01-21,368.0
Z050,2025-01-22,476.0
Z050,2025-01-23,
Z050,2025-01-24,438.0
Z050,2025-01-25,582.0
Z050,2025-01-26,620.0
Z050,2025-01-27,673.0
Z050,2025-01-28,657.0
Z050,2025-01-29,730.0
Z050,2025-01-30,515.0
Z050,2025-01-31,397.0
Z050,2025-02-01,332.0
Z050,2025-02-02,519.0
Z050,2025-02-03,494.0
Z050,2025-02-04,254.0
Z050,2025-02-05,780.0
Z050,2025-02-06,678.0
Z050,2025-02-07,745.0
Z050,2025-02-08,796.0
Z050,2025-02-09,182.0
Z050,2025-02-10,881.0
Z050,2025-02-11,998.0
Z050,2025-02-12,617.0
Z050,2025-02-13,302.0
Z050,2025-02-14,596.0
Z050,2025-02-15,368.0
Z050,2025-02-16,295.0
Z050,2025-02-17,313.0
Z050,2025-02-18,557.0
Z050,2025-02-19,454.0
Z050,2025-02-20,313.0
Z050,2025-02-21,
Z050,2025-02-22,987.0
Z050,2025-02-23,454.0
Z050,2025-02-24,346.0
Z050,2025-02-25,584.0
Z050,2025-02-26,101.0
Z050,2025-02-27,689.0
Z050,2025-02-28,301.0
Z050,2025-03-01,333.0
Z050,2025-03-02,251.0
Z050,2025-03-03,216.0
Z050,2025-03-04,709.0
Z050,2025-03-05,
Z050,2025-03-06,134.0
Z050,2025-03-07,107.0
Z050,2025-03-08,731.0
Z050,2025-03-09,625.0
Z050,2025-03-10,806.0
Z050,2025-03-11,972.0
Z050,2025-03-12,749.0
Z050,2025-03-13,920.0
Z050,2025-03-14,290.0
Z050,2025-03-15,567.0
Z050,2025-03-16,881.0
Z050,2025-03-17,515.0
Z050,2025-03-18,427.0
Z050,2025-03-19,881.0
Z050,2025-03-20,291.0
Z050,2025-03-21,879.0
Z050,2025-03-22,612.0
Z050,2025-03-23,378.0
Z050,2025-03-24,747.0
Z050,2025-03-25,816.0
Z050,2025-03-26,585.0
Z050,2025-03-27,482.0
Z050,2025-03-28,183.0
Z050,2025-03-29,957.0
Z050,2025-03-30,231.0
Z050,2025-03-31,262.0
Z051,2025-01-01,732.0
Z051,2025-01-02,140.0
Z051,2025-01-03,913.0
Z051,2025-01-04,746.0
Z051,2025-01-05,212.0
Z051,2025-01-06,
Z051,2025-01-07,795.0
Z051,2025-01-08,204.0
Z051,2025-01-09,952.0
Z051,2025-01-10,663.0
Z051,2025-01-11,644.0
Z051,2025-01-12,
Z051,2025-01-13,341.0
Z051,2025-01-14,569.0
Z051,2025-01-15,439.0
Z051,2025-01-16,700.0
Z051,2025-01-17,497.0
Z051,2025-01-18,598.0
Z051,2025-01-19,613.0
Z051,2025-01-20,250.0
Z051,2025-01-21,672.0
Z051,2025-01-22,275.0
Z051,2025-01-23,242.0
Z051,2025-01-24,600.0
Z051,2025-01-25,881.0
Z051,2025-01-26,245.0
Z051,2025-01-27,628.0
Z051,2025-01-28,553.0
Z051,2025-01-29,193.0
Z051,2025-01-30,358.0
Z051,2025-01-31,566.0
Z051,2025-02-01,746.0
Z051,2025-02-02,734.0
Z051,2025-02-03,741.0
Z051,2025-02-04,804.0
Z051,2025-02-05,254.0
Z051,2025-02-06,453.0
Z051,2025-02-07,663.0
Z051,2025-02-08,213.0
Z051,2025-02-09,759.0
Z051,2025-02-10,103.0
Z051,2025-02-11,498.0
Z051,2025-02-12,772.0
Z051,2025-02-13,152.0
Z051,2025-02-14,148.0
Z051,2025-02-15,760.0
Z051,2025-02-16,276.0
Z051,2025-02-17,669.0
Z051,2025-02-18,795.0
Z051,2025-02-19,929.0
Z051,2025-02-20,292.0
Z051,2025-02-21,355.0
Z051,2025-02-22,299.0
Z051,2025-02-23,371.0
Z051,2025-02-24,197.0
Z051,2025-02-25,261.0
Z051,2025-02-26,772.0
Z051,2025-02-27,181.0
Z051,2025-02-28,588.0
Z051,2025-03-01,821.0
Z051,2025-03-02,820.0
Z051,2025-03-03,469.0
Z051,2025-03-04,913.0
Z051,2025-03-05,286.0
Z051,2025-03-06,666.0
Z051,2025-03-07,151.0
Z051,2025-03-08,282.0
Z051,2025-03-09,
Z051,2025-03-10,158.0
Z051,2025-03-11,737.0
Z051,2025-03-12,775.0
Z051,2025-03-13,867.0
Z051,2025-03-14,747.0
Z051,2025-03-15,658.0
Z051,2025-03-16,580.0
Z051,2025-03-17,546.0
Z051,2025-03-18,469.0
Z051,2025-03-19,375.0
Z051,2025-03-20,391.0
Z051,2025-03-21,613.0
Z051,2025-03-22,765.0
Z051,2025-03-23,375.0
Z051,2025-03-24,552.0
Z051,2025-03-25,796.0
Z051,2025-03-26,441.0
Z051,2025-03-27,362.0
Z051,2025-03-28,853.0
Z051,2025-03-29,266.0
Z051,2025-03-30,122.0
Z051,2025-03-31,875.0
Z052,2025-01-01,149.0
Z052,2025-01-02,275.0
Z052,2025-01-03,696.0
Z052,2025-01-04,677.0
Z052,2025-01-05,261.0
Z052,2025-01-06,980.0
Z052,2025-01-07,680.0
Z052,2025-01-08,559.0
Z052,2025-01-09,752.0
Z052,2025-01-10,873.0
Z052,2025-01-11,449.0
Z052,2025-01-12,770.0
Z052,2025-01-13,
Z052,2025-01-14,480.0
Z052,2025-01-15,451.0
Z052,2025-01-16,790.0
Z052,2025-01-17,144.0
Z052,2025-01-18,
Z052,2025-01-19,126.0
Z052,2025-01-20,673.0
Z052,2025-01-21,532.0
Z052,2025-01-22,
Z052,2025-01-23,507.0
Z052,2025-01-24,507.0
Z052,2025-01-25,206.0
Z052,2025-01-26,657.0
Z052,2025-01-27,425.0
Z052,2025-01-28,945.0
Z052,2025-01-29,832.0
Z052,2025-01-30,754.0
Z052,2025-01-31,770.0
Z052,2025-02-01,500.0
Z052,2025-02-02,363.0
Z052,2025-02-03,451.0
Z052,2025-02-04,345.0
Z052,2025-02-05,855.0
Z052,2025-02-06,146.0
Z052,2025-02-07,579.0
Z052,2025-02-08,670.0
Z052,2025-02-09,159.0
Z052,2025-02-10,703.0
Z052,2025-02-11,953.0
Z052,2025-02-12,487.0
Z052,2025-02-13,819.0
Z052,2025-02-14,717.0
Z052,2025-02-15,665.0
Z052,2025-02-16,347.0
Z052,2025-02-17,744.0
Z052,2025-02-18,
Z052,2025-02-19,866.0
Z052,2025-02-20,286.0
Z052,2025-02-21,388.0
Z052,2025-02-22,359.0
Z052,2025-02-23,235.0
Z052,2025-02-24,272.0
Z052,2025-02-25,542.0
Z052,2025-02-26,425.0
Z052,2025-02-27,170.0
Z052,2025-02-28,351.0
Z052,2025-03-01,195.0
Z052,2025-03-02,180.0
Z052,2025-03-03,507.0
Z052,2025-03-04,714.0
Z052,2025-03-05,944.0
Z052,2025-03-06,170.0
Z052,2025-03-07,234.0
Z052,2025-03-08,741.0
Z052,2025-03-09,447.0
Z052,2025-03-10,340.0
Z052,2025-03-11,927.0
Z052,2025-03-12,607.0
Z052,2025-03-13,
Z052,2025-03-14,
Z052,2025-03-15,825.0
Z052,2025-03-16,436.0
Z052,2025-03-17,651.0
Z052,2025-03-18,
Z052,2025-03-19,552.0
Z052,2025-03-20,970.0
Z052,2025-03-21,973.0
Z052,2025-03-22,651.0
Z052,2025-03-23,699.0
Z052,2025-03-24,741.0
Z052,2025-03-25,246.0
Z052,2025-03-26,516.0
Z052,2025-03-27,648.0
Z052,2025-03-28,798.0
Z052,2025-03-29,877.0
Z052,2025-03-30,672.0
Z052,2025-03-31,384.0
Z053,2025-01-01,610.0
Z053,2025-01-02,716.0
Z053,2025-01-03,628.0
Z053,2025-01-04,722.0
Z053,2025-01-05,258.0
Z053,2025-01-06,271.0
Z053,2025-01-07,504.0
Z053,2025-01-08,619.0
Z053,2025-01-09,
Z053,2025-01-10,292.0
Z053,2025-01-11,
Z053,2025-01-12,
Z053,2025-01-13,195.0
Z053,2025-01-14,721.0
Z053,2025-01-15,164.0
Z053,2025-01-16,546.0
Z053,2025-01-17,484.0
Z053,2025-01-18,660.0
Z053,2025-01-19,152.0
Z053,2025-01-20,558.0
Z053,2025-01-21,493.0
Z053,2025-01-22,795.0
Z053,2025-01-23,262.0
Z053,2025-01-24,994.0
Z053,2025-01-25,697.0
Z053,2025-01-26,549.0
Z053,2025-01-27,780.0
Z053,2025-01-28,
Z053,2025-01-29,755.0
Z053,2025-01-30,434.0
Z053,2025-01-31,677.0
Z053,2025-02-01,611.0
Z053,2025-02-02,477.0
Z053,2025-02-03,524.0
Z053,2025-02-04,394.0
Z053,2025-02-05,175.0
Z053,2025-02-06,272.0
Z053,2025-02-07,593.0
Z053,2025-02-08,405.0
Z053,2025-02-09,
Z053,2025-02-10,890.0
Z053,2025-02-11,640.0
Z053,2025-02-12,433.0
Z053,2025-02-13,542.0
Z053,2025-02-14,996.0
Z053,2025-02-15,157.0
Z053,2025-02-16,678.0
Z053,2025-02-17,793.0
Z053,2025-02-18,757.0
Z053,2025-02-19,502.0
Z053,2025-02-20,559.0
Z053,2025-02-21,354.0
Z053,2025-02-22,643.0
Z053,2025-02-23,
Z053,2025-02-24,168.0
Z053,2025-02-25,135.0
Z053,2025-02-26,826.0
Z053,2025-02-27,527.0
Z053,2025-02-28,101.0
Z053,2025-03-01,249.0
Z053,2025-03-02,946.0
Z053,2025-03-03,642.0
Z053,2025-03-04,235.0
Z053,2025-03-05,249.0
Z053,2025-03-06,661.0
Z053,2025-03-07,977.0
Z053,2025-03-08,730.0
Z053,2025-03-09,963.0
Z053,2025-03-10,427.0
Z053,2025-03-11,488.0
Z053,2025-03-12,587.0
Z053,2025-03-13,753.0
Z053,2025-03-14,587.0
Z053,2025-03-15,839.0
Z053,2025-03-16,
Z053,2025-03-17,891.0
Z053,2025-03-18,352.0
Z053,2025-03-19,499.0
Z053,2025-03-20,657.0
Z053,2025-03-21,656.0
Z053,2025-03-22,898.0
Z053,2025-03-23,893.0
Z053,2025-03-24,564.0
Z053,2025-03-25,169.0
Z053,2025-03-26,688.0
Z053,2025-03-27,397.0
Z053,2025-03-28,871.0
Z053,2025-03-29,199.0
Z053,2025-03-30,620.0
Z053,2025-03-31,878.0
Z054,2025-01-01,
Z054,2025-01-02,849.0
Z054,2025-01-03,803.0
Z054,2025-01-04,158.0
Z054,2025-01-05,443.0
Z054,2025-01-06,558.0
Z054,2025-01-07,140.0
Z054,2025-01-08,468.0
Z054,2025-01-09,
Z054,2025-01-10,797.0
Z054,2025-01-11,467.0
Z054,2025-01-12,253.0
Z054,2025-01-13,449.0
Z054,2025-01-14,141.0
Z054,2025-01-15,914.0
Z054,2025-01-16,648.0
Z054,2025-01-17,604.0
Z054,2025-01-18,745.0
Z054,2025-01-19,954.0
Z054,2025-01-20,407.0
Z054,2025-01-21,899.0
Z054,2025-01-22,109.0
Z054,2025-01-23,420.0
Z054,2025-01-24,832.0
Z054,2025-01-25,692.0
Z054,2025-01-26,552.0
Z054,2025-01-27,765.0
Z054,2025-01-28,372.0
Z054,2025-01-29,852.0
Z054,2025-01-30,194.0
Z054,2025-01-31,294.0
Z054,2025-02-01,164.0
Z054,2025-02-02,101.0
Z054,2025-02-03,307.0
Z054,2025-02-04,464.0
Z054,2025-02-05,889.0
Z054,2025-02-06,
Z054,2025-02-07,884.0
Z054,2025-02-08,814.0
Z054,2025-02-09,307.0
Z054,2025-02-10,279.0
Z054,2025-02-11,325.0
Z054,2025-02-12,992.0
Z054,2025-02-13,862.0
Z054,2025-02-14,873.0
Z054,2025-02-15,412.0
Z054,2025-02-16,129.0
Z054,2025-02-17,541.0
Z054,2025-02-18,543.0
Z054,2025-02-19,244.0
Z054,2025-02-20,293.0
Z054,2025-02-21,870.0
Z054,2025-02-22,275.0
Z054,2025-02-23,703.0
Z054,2025-02-24,926.0
Z054,2025-02-25,401.0
Z054,2025-02-26,424.0
Z054,2025-02-27,592.0
Z054,2025-02-28,252.0
Z054,2025-03-01,171.0
Z054,2025-03-02,343.0
Z054,2025-03-03,475.0
Z054,2025-03-04,879.0
Z054,2025-03-05,575.0
Z054,2025-03-06,709.0
Z054,2025-03-07,284.0
Z054,2025-03-08,606.0
Z054,2025-03-09,
Z054,2025-03-10,465.0
Z054,2025-03-11,
Z054,2025-03-12,227.0
Z054,2025-03-13,769.0
Z054,2025-03-14,818.0
Z054,2025-03-15,786.0
Z054,2025-03-16,208.0
Z054,2025-03-17,990.0
Z054,2025-03-18,745.0
Z054,2025-03-19,976.0
Z054,2025-03-20,884.0
Z054,2025-03-21,941.0
Z054,2025-03-22,355.0
Z054,2025-03-23,984.0
Z054,2025-03-24,692.0
Z054,2025-03-25,894.0
Z054,2025-03-26,290.0
Z054,2025-03-27,
Z054,2025-03-28,
Z054,2025-03-29,118.0
Z054,2025-03-30,943.0
Z054,2025-03-31,679.0
Z055,2025-01-01,210.0
Z055,2025-01-02,141.0
Z055,2025-01-03,199.0
Z055,2025-01-04,946.0
Z055,2025-01-05,747.0
Z055,2025-01-06,329.0
Z055,2025-01-07,
Z055,2025-01-08,745.0
Z055,2025-01-09,369.0
Z055,2025-01-10,375.0
Z055,2025-01-11,455.0
Z055,2025-01-12,506.0
Z055,2025-01-13,350.0
Z055,2025-01-14,752.0
Z055,2025-01-15,788.0
Z055,2025-01-16,750.0
Z055,2025-01-17,405.0
Z055,2025-01-18,175.0
Z055,2025-01-19,384.0
Z055,2025-01-20,679.0
Z055,2025-01-21,621.0
Z055,2025-01-22,598.0
Z055,2025-01-23,
Z055,2025-01-24,279.0
Z055,2025-01-25,490.0
Z055,2025-01-26,487.0
Z055,2025-01-27,687.0
Z055,2025-01-28,
Z055,2025-01-29,748.0
Z055,2025-01-30,152.0
Z055,2025-01-31,758.0
Z055,2025-02-01,656.0
Z055,2025-02-02,900.0
Z055,2025-02-03,154.0
Z055,2025-02-04,911.0
Z055,2025-02-05,381.0
Z055,2025-02-06,589.0
Z055,2025-02-07,834.0
Z055,2025-02-08,560.0
Z055,2025-02-09,602.0
Z055,2025-02-10,511.0
Z055,2025-02-11,350.0
Z055,2025-02-12,568.0
Z055,2025-02-13,794.0
Z055,2025-02-14,612.0
Z055,2025-02-15,556.0
Z055,2025-02-16,280.0
Z055,2025-02-17,261.0
Z055,2025-02-18,165.0
Z055,2025-02-19,789.0
Z055,2025-02-20,
Z055,2025-02-21,517.0
Z055,2025-02-22,916.0
Z055,2025-02-23,632.0
Z055,2025-02-24,681.0
Z055,2025-02-25,709.0
Z055,2025-02-26,258.0
Z055,2025-02-27,929.0
Z055,2025-02-28,757.0
Z055,2025-03-01,302.0
Z055,2025-03-02,875.0
Z055,2025-03-03,669.0
Z055,2025-03-04,648.0
Z055,2025-03-05,791.0
Z055,2025-03-06,273.0
Z055,2025-03-07,388.0
Z055,2025-03-08,294.0
Z055,2025-03-09,414.0
Z055,2025-03-10,339.0
Z055,2025-03-11,463.0
Z055,2025-03-12,239.0
Z055,2025-03-13,217.0
Z055,2025-03-14,
Z055,2025-03-15,985.0
Z055,2025-03-16,321.0
Z055,2025-03-17,639.0
Z055,2025-03-18,
Z055,2025-03-19,308.0
Z055,2025-03-20,536.0
Z055,2025-03-21,508.0
Z055,2025-03-22,
Z055,2025-03-23,832.0
Z055,2025-03-24,443.0
Z055,2025-03-25,772.0
Z055,2025-03-26,732.0
Z055,2025-03-27,155.0
Z055,2025-03-28,507.0
Z055,2025-03-29,196.0
Z055,2025-03-30,151.0
Z055,2025-03-31,965.0
Z056,2025-01-01,869.0
Z056,2025-01-02,985.0
Z056,2025-01-03,897.0
Z056,2025-01-04,138.0
Z056,2025-01-05,812.0
Z056,2025-01-06,530.0
Z056,2025-01-07,286.0
Z056,2025-01-08,825.0
Z056,2025-01-09,653.0
Z056,2025-01-10,982.0
Z056,2025-01-11,307.0
Z056,2025-01-12,977.0
Z056,2025-01-13,486.0
Z056,2025-01-14,243.0
Z056,2025-01-15,455.0
Z056,2025-01-16,923.0
Z056,2025-01-17,102.0
Z056,2025-01-18,484.0
Z056,2025-01-19,959.0
Z056,2025-01-20,656.0
Z056,2025-01-21,211.0
Z056,2025-01-22,
Z056,2025-01-23,569.0
Z056,2025-01-24,804.0
Z056,2025-01-25,180.0
Z056,2025-01-26,551.0
Z056,2025-01-27,214.0
Z056,2025-01-28,994.0
Z056,2025-01-29,466.0
Z056,2025-01-30,511.0
Z056,2025-01-31,104.0
Z056,2025-02-01,149.0
Z056,2025-02-02,
Z056,2025-02-03,
Z056,2025-02-04,907.0
Z056,2025-02-05,608.0
Z056,2025-02-06,918.0
Z056,2025-02-07,421.0
Z056,2025-02-08,662.0
Z056,2025-02-09,206.0
Z056,2025-02-10,902.0
Z056,2025-02-11,995.0
Z056,2025-02-12,831.0
Z056,2025-02-13,477.0
Z056,2025-02-14,479.0
Z056,2025-02-15,393.0
Z056,2025-02-16,380.0
Z056,2025-02-17,619.0
Z056,2025-02-18,435.0
Z056,2025-02-19,167.0
Z056,2025-02-20,672.0
Z056,2025-02-21,269.0
Z056,2025-02-22,620.0
Z056,2025-02-23,446.0
Z056,2025-02-24,961.0
Z056,2025-02-25,201.0
Z056,2025-02-26,734.0
Z056,2025-02-27,420.0
Z056,2025-02-28,118.0
Z056,2025-03-01,794.0
Z056,2025-03-02,904.0
Z056,2025-03-03,716.0
Z056,2025-03-04,
Z056,2025-03-05,160.0
Z056,2025-03-06,297.0
Z056,2025-03-07,413.0
Z056,2025-03-08,188.0
Z056,2025-03-09,495.0
Z056,2025-03-10,421.0
Z056,2025-03-11,379.0
Z056,2025-03-12,817.0
Z056,2025-03-13,214.0
Z056,2025-03-14,492.0
Z056,2025-03-15,725.0
Z056,2025-03-16,686.0
Z056,2025-03-17,282.0
Z056,2025-03-18,350.0
Z056,2025-03-19,494.0
Z056,2025-03-20,547.0
Z056,2025-03-21,425.0
Z056,2025-03-22,299.0
Z056,2025-03-23,641.0
Z056,2025-03-24,718.0
Z056,2025-03-25,376.0
Z056,2025-03-26,791.0
Z056,2025-03-27,182.0
Z056,2025-03-28,
Z056,2025-03-29,342.0
Z056,2025-03-30,412.0
Z056,2025-03-31,887.0
Z057,2025-01-01,141.0
Z057,2025-01-02,
Z057,2025-01-03,207.0
Z057,2025-01-04,598.0
Z057,2025-01-05,640.0
Z057,2025-01-06,936.0
Z057,2025-01-07,960.0
Z057,2025-01-08,298.0
Z057,2025-01-09,210.0
Z057,2025-01-10,659.0
Z057,2025-01-11,478.0
Z057,2025-01-12,530.0
Z057,2025-01-13,127.0
Z057,2025-01-14,300.0
Z057,2025-01-15,775.0
Z057,2025-01-16,487.0
Z057,2025-01-17,562.0
Z057,2025-01-18,147.0
Z057,2025-01-19,362.0
Z057,2025-01-20,779.0
Z057,2025-01-21,964.0
Z057,2025-01-22,340.0
Z057,2025-01-23,475.0
Z057,2025-01-24,937.0
Z057,2025-01-25,466.0
Z057,2025-01-26,746.0
Z057,2025-01-27,560.0
Z057,2025-01-28,319.0
Z057,2025-01-29,200.0
Z057,2025-01-30,174.0
Z057,2025-01-31,
Z057,2025-02-01,374.0
Z057,2025-02-02,906.0
Z057,2025-02-03,197.0
Z057,2025-02-04,321.0
Z057,2025-02-05,971.0
Z057,2025-02-06,981.0
Z057,2025-02-07,207.0
Z057,2025-02-08,330.0
Z057,2025-02-09,483.0
Z057,2025-02-10,905.0
Z057,2025-02-11,972.0
Z057,2025-02-12,272.0
Z057,2025-02-13,659.0
Z057,2025-02-14,684.0
Z057,2025-02-15,808.0
Z057,2025-02-16,372.0
Z057,2025-02-17,178.0
Z057,2025-02-18,865.0
Z057,2025-02-19,689.0
Z057,2025-02-20,944.0
Z057,2025-02-21,497.0
Z057,2025-02-22,412.0
Z057,2025-02-23,838.0
Z057,2025-02-24,346.0
Z057,2025-02-25,137.0
Z057,2025-02-26,159.0
Z057,2025-02-27,256.0
Z057,2025-02-28,278.0
Z057,2025-03-01,793.0
Z057,2025-03-02,548.0
Z057,2025-03-03,498.0
Z057,2025-03-04,554.0
Z057,2025-03-05,935.0
Z057,2025-03-06,532.0
Z057,2025-03-07,802.0
Z057,2025-03-08,320.0
Z057,2025-03-09,
Z057,2025-03-10,872.0
Z057,2025-03-11,185.0
Z057,2025-03-12,871.0
Z057,2025-03-13,452.0
Z057,2025-03-14,336.0
Z057,2025-03-15,382.0
Z057,2025-03-16,111.0
Z057,2025-03-17,
Z057,2025-03-18,987.0
Z057,2025-03-19,475.0
Z057,2025-03-20,608.0
Z057,2025-03-21,715.0
Z057,2025-03-22,903.0
Z057,2025-03-23,612.0
Z057,2025-03-24,440.0
Z057,2025-03-25,932.0
Z057,2025-03-26,488.0
Z057,2025-03-27,843.0
Z057,2025-03-28,212.0
Z057,2025-03-29,721.0
Z057,2025-03-30,249.0
Z057,2025-03-31,453.0
Z058,2025-01-01,118.0
Z058,2025-01-02,335.0
Z058,2025-01-03,868.0
Z058,2025-01-04,866.0
Z058,2025-01-05,253.0
Z058,2025-01-06,956.0
Z058,2025-01-07,238.0
Z058,2025-01-08,597.0
Z058,2025-01-09,
Z058,2025-01-10,181.0
Z058,2025-01-11,688.0
Z058,2025-01-12,264.0
Z058,2025-01-13,307.0
Z058,2025-01-14,654.0
Z058,2025-01-15,181.0
Z058,2025-01-16,413.0
Z058,2025-01-17,251.0
Z058,2025-01-18,968.0
Z058,2025-01-19,543.0
Z058,2025-01-20,318.0
Z058,2025-01-21,776.0
Z058,2025-01-22,813.0
Z058,2025-01-23,509.0
Z058,2025-01-24,457.0
Z058,2025-01-25,689.0
Z058,2025-01-26,281.0
Z058,2025-01-27,720.0
Z058,2025-01-28,950.0
Z058,2025-01-29,859.0
Z058,2025-01-30,
Z058,2025-01-31,836.0
Z058,2025-02-01,758.0
Z058,2025-02-02,292.0
Z058,2025-02-03,942.0
Z058,2025-02-04,467.0
Z058,2025-02-05,608.0
Z058,2025-02-06,154.0
Z058,2025-02-07,198.0
Z058,2025-02-08,532.0
Z058,2025-02-09,455.0
