zone_id,date,traffic_congestion
Z036,2025-03-03,H
Z036,2025-03-04,M
Z036,2025-03-05,M
Z036,2025-03-06,M
Z036,2025-03-07,M
Z036,2025-03-08,M
Z036,2025-03-09,M
Z036,2025-03-10,L
Z036,2025-03-11,M
Z036,2025-03-12,L
Z036,2025-03-13,M
Z036,2025-03-14,L
Z036,2025-03-15,L
Z036,2025-03-16,L
Z036,2025-03-17,M
Z036,2025-03-18,L
Z036,2025-03-19,M
Z036,2025-03-20,M
Z036,2025-03-21,L
Z036,2025-03-22,L
Z036,2025-03-23,H
Z036,2025-03-24,L
Z036,2025-03-25,M
Z036,2025-03-26,L
Z036,2025-03-27,L
Z036,2025-03-28,L
Z036,2025-03-29,L
Z036,2025-03-30,L
Z036,2025-03-31,H
Z037,2025-01-01,H
Z037,2025-01-02,
Z037,2025-01-03,M
Z037,2025-01-04,M
Z037,2025-01-05,L
Z037,2025-01-06,M
Z037,2025-01-07,L
Z037,2025-01-08,M
Z037,2025-01-09,M
Z037,2025-01-10,
Z037,2025-01-11,H
Z037,2025-01-12,L
Z037,2025-01-13,L
Z037,2025-01-14,H
Z037,2025-01-15,H
Z037,2025-01-16,M
Z037,2025-01-17,M
Z037,2025-01-18,L
Z037,2025-01-19,M
Z037,2025-01-20,L
Z037,2025-01-21,M
Z037,2025-01-22,H
Z037,2025-01-23,M
Z037,2025-01-24,H
Z037,2025-01-25,L
Z037,2025-01-26,L
Z037,2025-01-27,L
Z037,2025-01-28,L
Z037,2025-01-29,H
Z037,2025-01-30,M
Z037,2025-01-31,L
Z037,2025-02-01,H
Z037,2025-02-02,M
Z037,2025-02-03,L
Z037,2025-02-04,M
Z037,2025-02-05,H
Z037,2025-02-06,M
Z037,2025-02-07,M
Z037,2025-02-08,H
Z037,2025-02-09,L
Z037,2025-02-10,H
Z037,2025-02-11,L
Z037,2025-02-12,L
Z037,2025-02-13,L
Z037,2025-02-14,M
Z037,2025-02-15,
Z037,2025-02-16,M
Z037,2025-02-17,M
Z037,2025-02-18,L
Z037,2025-02-19,H
Z037,2025-02-20,H
Z037,2025-02-21,M
Z037,2025-02-22,L
Z037,2025-02-23,
Z037,2025-02-24,M
Z037,2025-02-25,M
Z037,2025-02-26,L
Z037,2025-02-27,L
Z037,2025-02-28,M
Z037,2025-03-01,L
Z037,2025-03-02,L
Z037,2025-03-03,L
Z037,2025-03-04,M
Z037,2025-03-05,L
Z037,2025-03-06,L
Z037,2025-03-07,M
Z037,2025-03-08,M
Z037,2025-03-09,H
Z037,2025-03-10,M
Z037,2025-03-11,H
Z037,2025-03-12,
Z037,2025-03-13,H
Z037,2025-03-14,M
Z037,2025-03-15,H
Z037,2025-03-16,L
Z037,2025-03-17,
Z037,2025-03-18,M
Z037,2025-03-19,M
Z037,2025-03-20,M
Z037,2025-03-21,L
Z037,2025-03-22,L
Z037,2025-03-23,M
Z037,2025-03-24,L
Z037,2025-03-25,L
Z037,2025-03-26,H
Z037,2025-03-27,L
Z037,2025-03-28,L
Z037,2025-03-29,L
Z037,2025-03-30,M
Z037,2025-03-31,
Z038,2025-01-01,H
Z038,2025-01-02,
Z038,2025-01-03,M
Z038,2025-01-04,L
Z038,2025-01-05,L
Z038,2025-01-06,M
Z038,2025-01-07,L
Z038,2025-01-08,
Z038,2025-01-09,L
Z038,2025-01-10,H
Z038,2025-01-11,M
Z038,2025-01-12,M
Z038,2025-01-13,M
Z038,2025-01-14,M
Z038,2025-01-15,M
Z038,2025-01-16,
Z038,2025-01-17,L
Z038,2025-01-18,M
Z038,2025-01-19,M
Z038,2025-01-20,M
Z038,2025-01-21,M
Z038,2025-01-22,
Z038,2025-01-23,M
Z038,2025-01-24,L
Z038,2025-01-25,L
Z038,2025-01-26,H
Z038,2025-01-27,H
Z038,2025-01-28,L
Z038,2025-01-29,L
Z038,2025-01-30,L
Z038,2025-01-31,L
Z038,2025-02-01,L
Z038,2025-02-02,H
Z038,2025-02-03,
Z038,2025-02-04,H
Z038,2025-02-05,M
Z038,2025-02-06,H
Z038,2025-02-07,M
Z038,2025-02-08,M
Z038,2025-02-09,M
Z038,2025-02-10,H
Z038,2025-02-11,M
Z038,2025-02-12,
Z038,2025-02-13,M
Z038,2025-02-14,H
Z038,2025-02-15,L
Z038,2025-02-16,L
Z038,2025-02-17,L
Z038,2025-02-18,M
Z038,2025-02-19,L
Z038,2025-02-20,H
Z038,2025-02-21,H
Z038,2025-02-22,H
Z038,2025-02-23,M
Z038,2025-02-24,L
Z038,2025-02-25,H
Z038,2025-02-26,H
Z038,2025-02-27,L
Z038,2025-02-28,M
Z038,2025-03-01,M
Z038,2025-03-02,M
Z038,2025-03-03,H
Z038,2025-03-04,L
Z038,2025-03-05,M
Z038,2025-03-06,M
Z038,2025-03-07,M
Z038,2025-03-08,H
Z038,2025-03-09,H
Z038,2025-03-10,M
Z038,2025-03-11,H
Z038,2025-03-12,L
Z038,2025-03-13,L
Z038,2025-03-14,H
Z038,2025-03-15,M
Z038,2025-03-16,M
Z038,2025-03-17,H
Z038,2025-03-18,L
Z038,2025-03-19,L
Z038,2025-03-20,L
Z038,2025-03-21,H
Z038,2025-03-22,L
Z038,2025-03-23,H
Z038,2025-03-24,M
Z038,2025-03-25,H
Z038,2025-03-26,L
Z038,2025-03-27,H
Z038,2025-03-28,L
Z038,2025-03-29,L
Z038,2025-03-30,
Z038,2025-03-31,
Z039,2025-01-01,H
Z039,2025-01-02,H
Z039,2025-01-03,L
Z039,2025-01-04,L
Z039,2025-01-05,
Z039,2025-01-06,M
Z039,2025-01-07,M
Z039,2025-01-08,M
Z039,2025-01-09,M
Z039,2025-01-10,L
Z039,2025-01-11,M
Z039,2025-01-12,L
Z039,2025-01-13,L
Z039,2025-01-14,L
Z039,2025-01-15,H
Z039,2025-01-16,M
Z039,2025-01-17,H
Z039,2025-01-18,
Z039,2025-01-19,H
Z039,2025-01-20,M
Z039,2025-01-21,M
Z039,2025-01-22,M
Z039,2025-01-23,
Z039,2025-01-24,H
Z039,2025-01-25,L
Z039,2025-01-26,M
Z039,2025-01-27,M
Z039,2025-01-28,L
Z039,2025-01-29,L
Z039,2025-01-30,L
Z039,2025-01-31,M
Z039,2025-02-01,H
Z039,2025-02-02,
Z039,2025-02-03,L
Z039,2025-02-04,L
Z039,2025-02-05,L
Z039,2025-02-06,M
Z039,2025-02-07,H
Z039,2025-02-08,M
Z039,2025-02-09,L
Z039,2025-02-10,L
Z039,2025-02-11,M
Z039,2025-02-12,H
Z039,2025-02-13,M
Z039,2025-02-14,M
Z039,2025-02-15,L
Z039,2025-02-16,M
Z039,2025-02-17,H
Z039,2025-02-18,M
Z039,2025-02-19,M
Z039,2025-02-20,L
Z039,2025-02-21,L
Z039,2025-02-22,
Z039,2025-02-23,H
Z039,2025-02-24,L
Z039,2025-02-25,M
Z039,2025-02-26,
Z039,2025-02-27,M
Z039,2025-02-28,L
Z039,2025-03-01,M
Z039,2025-03-02,L
Z039,2025-03-03,L
Z039,2025-03-04,M
Z039,2025-03-05,M
Z039,2025-03-06,L
Z039,2025-03-07,M
Z039,2025-03-08,H
Z039,2025-03-09,M
Z039,2025-03-10,M
Z039,2025-03-11,L
Z039,2025-03-12,L
Z039,2025-03-13,M
Z039,2025-03-14,L
Z039,2025-03-15,H
Z039,2025-03-16,
Z039,2025-03-17,L
Z039,2025-03-18,M
Z039,2025-03-19,M
Z039,2025-03-20,L
Z039,2025-03-21,M
Z039,2025-03-22,M
Z039,2025-03-23,M
Z039,2025-03-24,H
Z039,2025-03-25,M
Z039,2025-03-26,M
Z039,2025-03-27,
Z039,2025-03-28,L
Z039,2025-03-29,
Z039,2025-03-30,
Z039,2025-03-31,L
Z040,2025-01-01,L
Z040,2025-01-02,L
Z040,2025-01-03,M
Z040,2025-01-04,H
Z040,2025-01-05,
Z040,2025-01-06,L
Z040,2025-01-07,H
Z040,2025-01-08,M
Z040,2025-01-09,L
Z040,2025-01-10,M
Z040,2025-01-11,H
Z040,2025-01-12,L
Z040,2025-01-13,
Z040,2025-01-14,L
Z040,2025-01-15,L
Z040,2025-01-16,L
Z040,2025-01-17,H
Z040,2025-01-18,L
Z040,2025-01-19,H
Z040,2025-01-20,L
Z040,2025-01-21,H
Z040,2025-01-22,L
Z040,2025-01-23,M
Z040,2025-01-24,M
Z040,2025-01-25,M
Z040,2025-01-26,M
Z040,2025-01-27,M
Z040,2025-01-28,M
Z040,2025-01-29,M
Z040,2025-01-30,H
Z040,2025-01-31,M
Z040,2025-02-01,L
Z040,2025-02-02,L
Z040,2025-02-03,M
Z040,2025-02-04,L
Z040,2025-02-05,M
Z040,2025-02-06,M
Z040,2025-02-07,H
Z040,2025-02-08,
Z040,2025-02-09,M
Z040,2025-02-10,H
Z040,2025-02-11,H
Z040,2025-02-12,M
Z040,2025-02-13,H
Z040,2025-02-14,M
Z040,2025-02-15,L
Z040,2025-02-16,L
Z040,2025-02-17,M
Z040,2025-02-18,L
Z040,2025-02-19,M
Z040,2025-02-20,M
Z040,2025-02-21,M
Z040,2025-02-22,L
Z040,2025-02-23,M
Z040,2025-02-24,L
Z040,2025-02-25,
Z040,2025-02-26,
Z040,2025-02-27,L
Z040,2025-02-28,L
Z040,2025-03-01,L
Z040,2025-03-02,L
Z040,2025-03-03,L
Z040,2025-03-04,M
Z040,2025-03-05,L
Z040,2025-03-06,L
Z040,2025-03-07,M
Z040,2025-03-08,
Z040,2025-03-09,M
Z040,2025-03-10,L
Z040,2025-03-11,L
Z040,2025-03-12,L
Z040,2025-03-13,H
Z040,2025-03-14,H
Z040,2025-03-15,M
Z040,2025-03-16,H
Z040,2025-03-17,L
Z040,2025-03-18,M
Z040,2025-03-19,M
Z040,2025-03-20,M
Z040,2025-03-21,M
Z040,2025-03-22,L
Z040,2025-03-23,L
Z040,2025-03-24,M
Z040,2025-03-25,M
Z040,2025-03-26,L
Z040,2025-03-27,H
Z040,2025-03-28,L
Z040,2025-03-29,L
Z040,2025-03-30,M
Z040,2025-03-31,L
Z041,2025-01-01,M
Z041,2025-01-02,L
Z041,2025-01-03,L
Z041,2025-01-04,M
Z041,2025-01-05,H
Z041,2025-01-06,L
Z041,2025-01-07,M
Z041,2025-01-08,M
Z041,2025-01-09,M
Z041,2025-01-10,M
Z041,2025-01-11,H
Z041,2025-01-12,M
Z041,2025-01-13,L
Z041,2025-01-14,L
Z041,2025-01-15,L
Z041,2025-01-16,M
Z041,2025-01-17,
Z041,2025-01-18,L
Z041,2025-01-19,
Z041,2025-01-20,L
Z041,2025-01-21,
Z041,2025-01-22,M
Z041,2025-01-23,L
Z041,2025-01-24,L
Z041,2025-01-25,L
Z041,2025-01-26,L
Z041,2025-01-27,M
Z041,2025-01-28,L
Z041,2025-01-29,H
Z041,2025-01-30,M
Z041,2025-01-31,L
Z041,2025-02-01,L
Z041,2025-02-02,H
Z041,2025-02-03,H
Z041,2025-02-04,H
Z041,2025-02-05,M
Z041,2025-02-06,L
Z041,2025-02-07,M
Z041,2025-02-08,M
Z041,2025-02-09,L
Z041,2025-02-10,M
Z041,2025-02-11,L
Z041,2025-02-12,L
Z041,2025-02-13,L
Z041,2025-02-14,M
Z041,2025-02-15,M
Z041,2025-02-16,M
Z041,2025-02-17,L
Z041,2025-02-18,H
Z041,2025-02-19,
Z041,2025-02-20,H
Z041,2025-02-21,L
Z041,2025-02-22,M
Z041,2025-02-23,M
Z041,2025-02-24,M
Z041,2025-02-25,L
Z041,2025-02-26,L
Z041,2025-02-27,L
Z041,2025-02-28,M
Z041,2025-03-01,L
Z041,2025-03-02,H
Z041,2025-03-03,L
Z041,2025-03-04,H
Z041,2025-03-05,L
Z041,2025-03-06,L
Z041,2025-03-07,M
Z041,2025-03-08,M
Z041,2025-03-09,H
Z041,2025-03-10,M
Z041,2025-03-11,M
Z041,2025-03-12,H
Z041,2025-03-13,M
Z041,2025-03-14,
Z041,2025-03-15,M
Z041,2025-03-16,M
Z041,2025-03-17,H
Z041,2025-03-18,L
Z041,2025-03-19,M
Z041,2025-03-20,L
Z041,2025-03-21,
Z041,2025-03-22,M
Z041,2025-03-23,L
Z041,2025-03-24,M
Z041,2025-03-25,L
Z041,2025-03-26,H
Z041,2025-03-27,L
Z041,2025-03-28,M
Z041,2025-03-29,L
Z041,2025-03-30,M
Z041,2025-03-31,M
Z042,2025-01-01,L
Z042,2025-01-02,L
Z042,2025-01-03,L
Z042,2025-01-04,L
Z042,2025-01-05,L
Z042,2025-01-06,H
Z042,2025-01-07,L
Z042,2025-01-08,M
Z042,2025-01-09,L
Z042,2025-01-10,M
Z042,2025-01-11,
Z042,2025-01-12,L
Z042,2025-01-13,H
Z042,2025-01-14,L
Z042,2025-01-15,H
Z042,2025-01-16,L
Z042,2025-01-17,L
Z042,2025-01-18,L
Z042,2025-01-19,M
Z042,2025-01-20,M
Z042,2025-01-21,M
Z042,2025-01-22,L
Z042,2025-01-23,M
Z042,2025-01-24,M
Z042,2025-01-25,H
Z042,2025-01-26,
Z042,2025-01-27,M
Z042,2025-01-28,M
Z042,2025-01-29,M
Z042,2025-01-30,L
Z042,2025-01-31,L
Z042,2025-02-01,M
Z042,2025-02-02,M
Z042,2025-02-03,M
Z042,2025-02-04,
Z042,2025-02-05,
Z042,2025-02-06,M
Z042,2025-02-07,H
Z042,2025-02-08,M
Z042,2025-02-09,M
Z042,2025-02-10,M
Z042,2025-02-11,H
Z042,2025-02-12,M
Z042,2025-02-13,H
Z042,2025-02-14,L
Z042,2025-02-15,H
Z042,2025-02-16,H
Z042,2025-02-17,
Z042,2025-02-18,
Z042,2025-02-19,H
Z042,2025-02-20,M
Z042,2025-02-21,L
Z042,2025-02-22,M
Z042,2025-02-23,L
Z042,2025-02-24,M
Z042,2025-02-25,H
Z042,2025-02-26,H
Z042,2025-02-27,H
Z042,2025-02-28,L
Z042,2025-03-01,
Z042,2025-03-02,M
Z042,2025-03-03,H
Z042,2025-03-04,L
Z042,2025-03-05,H
Z042,2025-03-06,M
Z042,2025-03-07,M
Z042,2025-03-08,L
Z042,2025-03-09,L
Z042,2025-03-10,
Z042,2025-03-11,H
Z042,2025-03-12,H
Z042,2025-03-13,M
Z042,2025-03-14,H
Z042,2025-03-15,L
Z042,2025-03-16,M
Z042,2025-03-17,M
Z042,2025-03-18,L
Z042,2025-03-19,M
Z042,2025-03-20,L
Z042,2025-03-21,L
Z042,2025-03-22,L
Z042,2025-03-23,M
Z042,2025-03-24,M
Z042,2025-03-25,M
Z042,2025-03-26,M
Z042,2025-03-27,L
Z042,2025-03-28,M
Z042,2025-03-29,L
Z042,2025-03-30,M
Z042,2025-03-31,
Z043,2025-01-01,L
Z043,2025-01-02,M
Z043,2025-01-03,L
Z043,2025-01-04,L
Z043,2025-01-05,L
Z043,2025-01-06,M
Z043,2025-01-07,L
Z043,2025-01-08,H
Z043,2025-01-09,M
Z043,2025-01-10,L
Z043,2025-01-11,M
Z043,2025-01-12,H
Z043,2025-01-13,M
Z043,2025-01-14,M
Z043,2025-01-15,L
Z043,2025-01-16,H
Z043,2025-01-17,M
Z043,2025-01-18,L
Z043,2025-01-19,L
Z043,2025-01-20,M
Z043,2025-01-21,M
Z043,2025-01-22,M
Z043,2025-01-23,M
Z043,2025-01-24,H
Z043,2025-01-25,M
Z043,2025-01-26,H
Z043,2025-01-27,H
Z043,2025-01-28,L
Z043,2025-01-29,H
Z043,2025-01-30,L
Z043,2025-01-31,L
Z043,2025-02-01,M
Z043,2025-02-02,
Z043,2025-02-03,L
Z043,2025-02-04,M
Z043,2025-02-05,L
Z043,2025-02-06,L
Z043,2025-02-07,H
Z043,2025-02-08,
Z043,2025-02-09,L
Z043,2025-02-10,M
Z043,2025-02-11,M
Z043,2025-02-12,L
Z043,2025-02-13,M
Z043,2025-02-14,M
Z043,2025-02-15,L
Z043,2025-02-16,
Z043,2025-02-17,L
Z043,2025-02-18,L
Z043,2025-02-19,M
Z043,2025-02-20,L
Z043,2025-02-21,L
Z043,2025-02-22,H
Z043,2025-02-23,M
Z043,2025-02-24,M
Z043,2025-02-25,L
Z043,2025-02-26,H
Z043,2025-02-27,
Z043,2025-02-28,L
Z043,2025-03-01,M
Z043,2025-03-02,M
Z043,2025-03-03,L
Z043,2025-03-04,H
Z043,2025-03-05,M
Z043,2025-03-06,M
Z043,2025-03-07,H
Z043,2025-03-08,M
Z043,2025-03-09,L
Z043,2025-03-10,L
Z043,2025-03-11,M
Z043,2025-03-12,M
Z043,2025-03-13,M
Z043,2025-03-14,H
Z043,2025-03-15,H
Z043,2025-03-16,L
Z043,2025-03-17,M
Z043,2025-03-18,M
Z043,2025-03-19,L
Z043,2025-03-20,H
Z043,2025-03-21,
Z043,2025-03-22,M
Z043,2025-03-23,M
Z043,2025-03-24,M
Z043,2025-03-25,L
Z043,2025-03-26,L
Z043,2025-03-27,H
Z043,2025-03-28,L
Z043,2025-03-29,L
Z043,2025-03-30,L
Z043,2025-03-31,M
Z044,2025-01-01,H
Z044,2025-01-02,L
Z044,2025-01-03,M
Z044,2025-01-04,M
Z044,2025-01-05,H
Z044,2025-01-06,M
Z044,2025-01-07,
Z044,2025-01-08,M
Z044,2025-01-09,
Z044,2025-01-10,M
Z044,2025-01-11,L
Z044,2025-01-12,L
Z044,2025-01-13,H
Z044,2025-01-14,H
Z044,2025-01-15,L
Z044,2025-01-16,L
Z044,2025-01-17,H
Z044,2025-01-18,L
Z044,2025-01-19,M
Z044,2025-01-20,L
Z044,2025-01-21,M
Z044,2025-01-22,M
Z044,2025-01-23,L
Z044,2025-01-24,M
Z044,2025-01-25,L
Z044,2025-01-26,M
Z044,2025-01-27,L
Z044,2025-01-28,L
Z044,2025-01-29,H
Z044,2025-01-30,L
Z044,2025-01-31,L
Z044,2025-02-01,M
Z044,2025-02-02,
Z044,2025-02-03,M
Z044,2025-02-04,M
Z044,2025-02-05,L
Z044,2025-02-06,L
Z044,2025-02-07,L
Z044,2025-02-08,H
Z044,2025-02-09,L
Z044,2025-02-10,M
Z044,2025-02-11,L
Z044,2025-02-12,M
Z044,2025-02-13,L
Z044,2025-02-14,L
Z044,2025-02-15,H
Z044,2025-02-16,M
Z044,2025-02-17,M
Z044,2025-02-18,M
Z044,2025-02-19,L
Z044,2025-02-20,H
Z044,2025-02-21,M
Z044,2025-02-22,M
Z044,2025-02-23,L
Z044,2025-02-24,L
Z044,2025-02-25,
Z044,2025-02-26,L
Z044,2025-02-27,L
Z044,2025-02-28,L
Z044,2025-03-01,
Z044,2025-03-02,H
Z044,2025-03-03,L
Z044,2025-03-04,L
Z044,2025-03-05,L
Z044,2025-03-06,L
Z044,2025-03-07,M
Z044,2025-03-08,L
Z044,2025-03-09,L
Z044,2025-03-10,H
Z044,2025-03-11,L
Z044,2025-03-12,L
Z044,2025-03-13,L
Z044,2025-03-14,H
Z044,2025-03-15,M
Z044,2025-03-16,M
Z044,2025-03-17,M
Z044,2025-03-18,L
Z044,2025-03-19,M
Z044,2025-03-20,L
Z044,2025-03-21,M
Z044,2025-03-22,M
Z044,2025-03-23,M
Z044,2025-03-24,M
Z044,2025-03-25,L
Z044,2025-03-26,
Z044,2025-03-27,
Z044,2025-03-28,L
Z044,2025-03-29,H
Z044,2025-03-30,M
Z044,2025-03-31,H
Z045,2025-01-01,H
Z045,2025-01-02,L
Z045,2025-01-03,M
Z045,2025-01-04,L
Z045,2025-01-05,H
Z045,2025-01-06,L
Z045,2025-01-07,M
Z045,2025-01-08,H
Z045,2025-01-09,M
Z045,2025-01-10,M
Z045,2025-01-11,L
Z045,2025-01-12,M
Z045,2025-01-13,M
Z045,2025-01-14,L
Z045,2025-01-15,L
Z045,2025-01-16,M
Z045,2025-01-17,M
Z045,2025-01-18,M
Z045,2025-01-19,L
Z045,2025-01-20,L
Z045,2025-01-21,L
Z045,2025-01-22,H
Z045,2025-01-23,M
Z045,2025-01-24,H
Z045,2025-01-25,H
Z045,2025-01-26,L
Z045,2025-01-27,M
Z045,2025-01-28,H
Z045,2025-01-29,
Z045,2025-01-30,M
Z045,2025-01-31,M
Z045,2025-02-01,H
Z045,2025-02-02,
Z045,2025-02-03,L
Z045,2025-02-04,L
Z045,2025-02-05,L
Z045,2025-02-06,L
Z045,2025-02-07,
Z045,2025-02-08,L
Z045,2025-02-09,M
Z045,2025-02-10,M
Z045,2025-02-11,L
Z045,2025-02-12,M
Z045,2025-02-13,H
Z045,2025-02-14,L
Z045,2025-02-15,H
Z045,2025-02-16,M
Z045,2025-02-17,L
Z045,2025-02-18,H
Z045,2025-02-19,L
Z045,2025-02-20,M
Z045,2025-02-21,H
Z045,2025-02-22,M
Z045,2025-02-23,L
Z045,2025-02-24,H
Z045,2025-02-25,M
Z045,2025-02-26,H
Z045,2025-02-27,M
Z045,2025-02-28,L
Z045,2025-03-01,L
Z045,2025-03-02,M
Z045,2025-03-03,L
Z045,2025-03-04,M
Z045,2025-03-05,L
Z045,2025-03-06,M
Z045,2025-03-07,H
Z045,2025-03-08,L
Z045,2025-03-09,L
Z045,2025-03-10,L
Z045,2025-03-11,H
Z045,2025-03-12,L
Z045,2025-03-13,M
Z045,2025-03-14,M
Z045,2025-03-15,M
Z045,2025-03-16,M
Z045,2025-03-17,L
Z045,2025-03-18,L
Z045,2025-03-19,L
Z045,2025-03-20,L
Z045,2025-03-21,L
Z045,2025-03-22,L
Z045,2025-03-23,M
Z045,2025-03-24,L
Z045,2025-03-25,L
Z045,2025-03-26,
Z045,2025-03-27,L
Z045,2025-03-28,H
Z045,2025-03-29,M
Z045,2025-03-30,M
Z045,2025-03-31,L
Z046,2025-01-01,
Z046,2025-01-02,H
Z046,2025-01-03,H
Z046,2025-01-04,
Z046,2025-01-05,M
Z046,2025-01-06,H
Z046,2025-01-07,L
Z046,2025-01-08,L
Z046,2025-01-09,L
Z046,2025-01-10,H
Z046,2025-01-11,
Z046,2025-01-12,L
Z046,2025-01-13,L
Z046,2025-01-14,M
Z046,2025-01-15,L
Z046,2025-01-16,M
Z046,2025-01-17,L
Z046,2025-01-18,
Z046,2025-01-19,
Z046,2025-01-20,H
Z046,2025-01-21,M
Z046,2025-01-22,L
Z046,2025-01-23,M
Z046,2025-01-24,
Z046,2025-01-25,L
Z046,2025-01-26,M
Z046,2025-01-27,M
Z046,2025-01-28,M
Z046,2025-01-29,M
Z046,2025-01-30,L
Z046,2025-01-31,M
Z046,2025-02-01,L
Z046,2025-02-02,L
Z046,2025-02-03,L
Z046,2025-02-04,H
Z046,2025-02-05,M
Z046,2025-02-06,M
Z046,2025-02-07,H
Z046,2025-02-08,H
Z046,2025-02-09,M
Z046,2025-02-10,M
Z046,2025-02-11,H
Z046,2025-02-12,M
Z046,2025-02-13,L
Z046,2025-02-14,L
Z046,2025-02-15,M
Z046,2025-02-16,L
Z046,2025-02-17,
Z046,2025-02-18,L
Z046,2025-02-19,H
Z046,2025-02-20,L
Z046,2025-02-21,L
Z046,2025-02-22,H
Z046,2025-02-23,M
Z046,2025-02-24,H
Z046,2025-02-25,
Z046,2025-02-26,H
Z046,2025-02-27,M
Z046,2025-02-28,L
Z046,2025-03-01,M
Z046,2025-03-02,L
Z046,2025-03-03,L
Z046,2025-03-04,L
Z046,2025-03-05,
Z046,2025-03-06,L
Z046,2025-03-07,H
Z046,2025-03-08,L
Z046,2025-03-09,H
Z046,2025-03-10,M
Z046,2025-03-11,H
Z046,2025-03-12,H
Z046,2025-03-13,M
Z046,2025-03-14,L
Z046,2025-03-15,M
Z046,2025-03-16,
Z046,2025-03-17,L
Z046,2025-03-18,L
Z046,2025-03-19,M
Z046,2025-03-20,M
Z046,2025-03-21,H
Z046,2025-03-22,M
Z046,2025-03-23,L
Z046,2025-03-24,H
Z046,2025-03-25,
Z046,2025-03-26,L
Z046,2025-03-27,L
Z046,2025-03-28,L
Z046,2025-03-29,H
Z046,2025-03-30,L
Z046,2025-03-31,H
Z047,2025-01-01,L
Z047,2025-01-02,L
Z047,2025-01-03,H
Z047,2025-01-04,L
Z047,2025-01-05,M
Z047,2025-01-06,M
Z047,2025-01-07,L
Z047,2025-01-08,H
Z047,2025-01-09,L
Z047,2025-01-10,M
Z047,2025-01-11,H
Z047,2025-01-12,H
Z047,2025-01-13,L
Z047,2025-01-14,M
Z047,2025-01-15,M
Z047,2025-01-16,H
Z047,2025-01-17,M
Z047,2025-01-18,L
Z047,2025-01-19,M
Z047,2025-01-20,L
Z047,2025-01-21,L
Z047,2025-01-22,L
Z047,2025-01-23,L
Z047,2025-01-24,L
Z047,2025-01-25,M
Z047,2025-01-26,H
Z047,2025-01-27,L
Z047,2025-01-28,L
Z047,2025-01-29,H
Z047,2025-01-30,L
Z047,2025-01-31,H
Z047,2025-02-01,L
Z047,2025-02-02,L
Z047,2025-02-03,L
Z047,2025-02-04,M
Z047,2025-02-05,H
Z047,2025-02-06,M
Z047,2025-02-07,M
Z047,2025-02-08,M
Z047,2025-02-09,L
Z047,2025-02-10,L
Z047,2025-02-11,M
Z047,2025-02-12,M
Z047,2025-02-13,M
Z047,2025-02-14,H
Z047,2025-02-15,M
Z047,2025-02-16,M
Z047,2025-02-17,L
Z047,2025-02-18,
Z047,2025-02-19,M
Z047,2025-02-20,L
Z047,2025-02-21,L
Z047,2025-02-22,L
Z047,2025-02-23,M
Z047,2025-02-24,M
Z047,2025-02-25,L
Z047,2025-02-26,L
Z047,2025-02-27,L
Z047,2025-02-28,L
Z047,2025-03-01,L
Z047,2025-03-02,H
Z047,2025-03-03,M
Z047,2025-03-04,H
Z047,2025-03-05,L
Z047,2025-03-06,M
Z047,2025-03-07,
Z047,2025-03-08,L
Z047,2025-03-09,L
Z047,2025-03-10,M
Z047,2025-03-11,M
Z047,2025-03-12,M
Z047,2025-03-13,M
Z047,2025-03-14,M
Z047,2025-03-15,L
Z047,2025-03-16,M
Z047,2025-03-17,M
Z047,2025-03-18,M
Z047,2025-03-19,L
Z047,2025-03-20,M
Z047,2025-03-21,L
Z047,2025-03-22,M
Z047,2025-03-23,L
Z047,2025-03-24,H
Z047,2025-03-25,L
Z047,2025-03-26,L
Z047,2025-03-27,M
Z047,2025-03-28,M
Z047,2025-03-29,
Z047,2025-03-30,M
Z047,2025-03-31,M
Z048,2025-01-01,M
Z048,2025-01-02,L
Z048,2025-01-03,M
Z048,2025-01-04,M
Z048,2025-01-05,M
Z048,2025-01-06,L
Z048,2025-01-07,L
Z048,2025-01-08,L
Z048,2025-01-09,H
Z048,2025-01-10,L
Z048,2025-01-11,M
Z048,2025-01-12,H
Z048,2025-01-13,L
Z048,2025-01-14,M
Z048,2025-01-15,L
Z048,2025-01-16,M
Z048,2025-01-17,M
Z048,2025-01-18,
Z048,2025-01-19,
Z048,2025-01-20,L
Z048,2025-01-21,M
Z048,2025-01-22,H
Z048,2025-01-23,H
Z048,2025-01-24,M
Z048,2025-01-25,L
Z048,2025-01-26,M
Z048,2025-01-27,
Z048,2025-01-28,L
Z048,2025-01-29,
Z048,2025-01-30,H
Z048,2025-01-31,M
Z048,2025-02-01,M
Z048,2025-02-02,H
Z048,2025-02-03,L
Z048,2025-02-04,L
Z048,2025-02-05,H
Z048,2025-02-06,M
Z048,2025-02-07,M
Z048,2025-02-08,H
Z048,2025-02-09,
Z048,2025-02-10,L
Z048,2025-02-11,H
Z048,2025-02-12,L
Z048,2025-02-13,L
Z048,2025-02-14,L
Z048,2025-02-15,H
Z048,2025-02-16,L
Z048,2025-02-17,M
Z048,2025-02-18,H
Z048,2025-02-19,H
Z048,2025-02-20,L
Z048,2025-02-21,M
Z048,2025-02-22,M
Z048,2025-02-23,H
Z048,2025-02-24,L
Z048,2025-02-25,M
Z048,2025-02-26,L
Z048,2025-02-27,M
Z048,2025-02-28,M
Z048,2025-03-01,L
Z048,2025-03-02,
Z048,2025-03-03,M
Z048,2025-03-04,L
