zone_id,date,tourist_visits
Z025,2025-03-29,363.0
Z025,2025-03-30,394.0
Z025,2025-03-31,66.0
Z026,2025-01-01,75.0
Z026,2025-01-02,70.0
Z026,2025-01-03,721.0
Z026,2025-01-04,571.0
Z026,2025-01-05,
Z026,2025-01-06,715.0
Z026,2025-01-07,
Z026,2025-01-08,767.0
Z026,2025-01-09,984.0
Z026,2025-01-10,23.0
Z026,2025-01-11,920.0
Z026,2025-01-12,72.0
Z026,2025-01-13,855.0
Z026,2025-01-14,730.0
Z026,2025-01-15,223.0
Z026,2025-01-16,803.0
Z026,2025-01-17,440.0
Z026,2025-01-18,674.0
Z026,2025-01-19,536.0
Z026,2025-01-20,264.0
Z026,2025-01-21,308.0
Z026,2025-01-22,223.0
Z026,2025-01-23,764.0
Z026,2025-01-24,901.0
Z026,2025-01-25,
Z026,2025-01-26,228.0
Z026,2025-01-27,
Z026,2025-01-28,738.0
Z026,2025-01-29,886.0
Z026,2025-01-30,805.0
Z026,2025-01-31,630.0
Z026,2025-02-01,115.0
Z026,2025-02-02,860.0
Z026,2025-02-03,309.0
Z026,2025-02-04,391.0
Z026,2025-02-05,647.0
Z026,2025-02-06,860.0
Z026,2025-02-07,483.0
Z026,2025-02-08,914.0
Z026,2025-02-09,738.0
Z026,2025-02-10,5.0
Z026,2025-02-11,844.0
Z026,2025-02-12,764.0
Z026,2025-02-13,425.0
Z026,2025-02-14,492.0
Z026,2025-02-15,451.0
Z026,2025-02-16,671.0
Z026,2025-02-17,778.0
Z026,2025-02-18,669.0
Z026,2025-02-19,806.0
Z026,2025-02-20,561.0
Z026,2025-02-21,361.0
Z026,2025-02-22,
Z026,2025-02-23,
Z026,2025-02-24,
Z026,2025-02-25,192.0
Z026,2025-02-26,849.0
Z026,2025-02-27,512.0
Z026,2025-02-28,248.0
Z026,2025-03-01,69.0
Z026,2025-03-02,
Z026,2025-03-03,241.0
Z026,2025-03-04,309.0
Z026,2025-03-05,831.0
Z026,2025-03-06,201.0
Z026,2025-03-07,585.0
Z026,2025-03-08,40.0
Z026,2025-03-09,859.0
Z026,2025-03-10,921.0
Z026,2025-03-11,919.0
Z026,2025-03-12,287.0
Z026,2025-03-13,631.0
Z026,2025-03-14,405.0
Z026,2025-03-15,836.0
Z026,2025-03-16,58.0
Z026,2025-03-17,918.0
Z026,2025-03-18,701.0
Z026,2025-03-19,296.0
Z026,2025-03-20,
Z026,2025-03-21,588.0
Z026,2025-03-22,13.0
Z026,2025-03-23,497.0
Z026,2025-03-24,202.0
Z026,2025-03-25,296.0
Z026,2025-03-26,301.0
Z026,2025-03-27,926.0
Z026,2025-03-28,171.0
Z026,2025-03-29,935.0
Z026,2025-03-30,674.0
Z026,2025-03-31,679.0
Z027,2025-01-01,303.0
Z027,2025-01-02,297.0
Z027,2025-01-03,736.0
Z027,2025-01-04,546.0
Z027,2025-01-05,709.0
Z027,2025-01-06,99.0
Z027,2025-01-07,375.0
Z027,2025-01-08,521.0
Z027,2025-01-09,455.0
Z027,2025-01-10,655.0
Z027,2025-01-11,265.0
Z027,2025-01-12,616.0
Z027,2025-01-13,100.0
Z027,2025-01-14,278.0
Z027,2025-01-15,177.0
Z027,2025-01-16,741.0
Z027,2025-01-17,
Z027,2025-01-18,183.0
Z027,2025-01-19,847.0
Z027,2025-01-20,328.0
Z027,2025-01-21,123.0
Z027,2025-01-22,97.0
Z027,2025-01-23,357.0
Z027,2025-01-24,972.0
Z027,2025-01-25,139.0
Z027,2025-01-26,155.0
Z027,2025-01-27,829.0
Z027,2025-01-28,485.0
Z027,2025-01-29,925.0
Z027,2025-01-30,157.0
Z027,2025-01-31,122.0
Z027,2025-02-01,934.0
Z027,2025-02-02,49.0
Z027,2025-02-03,850.0
Z027,2025-02-04,119.0
Z027,2025-02-05,712.0
Z027,2025-02-06,898.0
Z027,2025-02-07,130.0
Z027,2025-02-08,995.0
Z027,2025-02-09,138.0
Z027,2025-02-10,350.0
Z027,2025-02-11,889.0
Z027,2025-02-12,532.0
Z027,2025-02-13,940.0
Z027,2025-02-14,111.0
Z027,2025-02-15,633.0
Z027,2025-02-16,
Z027,2025-02-17,358.0
Z027,2025-02-18,155.0
Z027,2025-02-19,635.0
Z027,2025-02-20,219.0
Z027,2025-02-21,355.0
Z027,2025-02-22,392.0
Z027,2025-02-23,891.0
Z027,2025-02-24,512.0
Z027,2025-02-25,789.0
Z027,2025-02-26,822.0
Z027,2025-02-27,182.0
Z027,2025-02-28,598.0
Z027,2025-03-01,700.0
Z027,2025-03-02,913.0
Z027,2025-03-03,482.0
Z027,2025-03-04,293.0
Z027,2025-03-05,989.0
Z027,2025-03-06,
Z027,2025-03-07,524.0
Z027,2025-03-08,440.0
Z027,2025-03-09,417.0
Z027,2025-03-10,759.0
Z027,2025-03-11,0.0
Z027,2025-03-12,397.0
Z027,2025-03-13,384.0
Z027,2025-03-14,346.0
Z027,2025-03-15,134.0
Z027,2025-03-16,135.0
Z027,2025-03-17,335.0
Z027,2025-03-18,342.0
Z027,2025-03-19,634.0
Z027,2025-03-20,733.0
Z027,2025-03-21,
Z027,2025-03-22,885.0
Z027,2025-03-23,682.0
Z027,2025-03-24,83.0
Z027,2025-03-25,96.0
Z027,2025-03-26,155.0
Z027,2025-03-27,754.0
Z027,2025-03-28,160.0
Z027,2025-03-29,25.0
Z027,2025-03-30,160.0
Z027,2025-03-31,524.0
Z028,2025-01-01,549.0
Z028,2025-01-02,922.0
Z028,2025-01-03,606.0
Z028,2025-01-04,595.0
Z028,2025-01-05,206.0
Z028,2025-01-06,324.0
Z028,2025-01-07,380.0
Z028,2025-01-08,442.0
Z028,2025-01-09,281.0
Z028,2025-01-10,830.0
Z028,2025-01-11,
Z028,2025-01-12,502.0
Z028,2025-01-13,886.0
Z028,2025-01-14,721.0
Z028,2025-01-15,213.0
Z028,2025-01-16,622.0
Z028,2025-01-17,883.0
Z028,2025-01-18,831.0
Z028,2025-01-19,879.0
Z028,2025-01-20,30.0
Z028,2025-01-21,57.0
Z028,2025-01-22,21.0
Z028,2025-01-23,185.0
Z028,2025-01-24,825.0
Z028,2025-01-25,46.0
Z028,2025-01-26,618.0
Z028,2025-01-27,716.0
Z028,2025-01-28,448.0
Z028,2025-01-29,141.0
Z028,2025-01-30,816.0
Z028,2025-01-31,577.0
Z028,2025-02-01,57.0
Z028,2025-02-02,518.0
Z028,2025-02-03,564.0
Z028,2025-02-04,
Z028,2025-02-05,563.0
Z028,2025-02-06,
Z028,2025-02-07,
Z028,2025-02-08,686.0
Z028,2025-02-09,14.0
Z028,2025-02-10,840.0
Z028,2025-02-11,558.0
Z028,2025-02-12,735.0
Z028,2025-02-13,193.0
Z028,2025-02-14,703.0
Z028,2025-02-15,176.0
Z028,2025-02-16,774.0
Z028,2025-02-17,743.0
Z028,2025-02-18,
Z028,2025-02-19,
Z028,2025-02-20,
Z028,2025-02-21,189.0
Z028,2025-02-22,913.0
Z028,2025-02-23,737.0
Z028,2025-02-24,264.0
Z028,2025-02-25,
Z028,2025-02-26,
Z028,2025-02-27,634.0
Z028,2025-02-28,588.0
Z028,2025-03-01,674.0
Z028,2025-03-02,387.0
Z028,2025-03-03,805.0
Z028,2025-03-04,403.0
Z028,2025-03-05,621.0
Z028,2025-03-06,377.0
Z028,2025-03-07,603.0
Z028,2025-03-08,933.0
Z028,2025-03-09,358.0
Z028,2025-03-10,183.0
Z028,2025-03-11,924.0
Z028,2025-03-12,797.0
Z028,2025-03-13,646.0
Z028,2025-03-14,293.0
Z028,2025-03-15,140.0
Z028,2025-03-16,550.0
Z028,2025-03-17,574.0
Z028,2025-03-18,599.0
Z028,2025-03-19,541.0
Z028,2025-03-20,161.0
Z028,2025-03-21,143.0
Z028,2025-03-22,936.0
Z028,2025-03-23,790.0
Z028,2025-03-24,584.0
Z028,2025-03-25,176.0
Z028,2025-03-26,245.0
Z028,2025-03-27,239.0
Z028,2025-03-28,42.0
Z028,2025-03-29,536.0
Z028,2025-03-30,815.0
Z028,2025-03-31,459.0
Z029,2025-01-01,493.0
Z029,2025-01-02,53.0
Z029,2025-01-03,9.0
Z029,2025-01-04,909.0
Z029,2025-01-05,758.0
Z029,2025-01-06,892.0
Z029,2025-01-07,157.0
Z029,2025-01-08,196.0
Z029,2025-01-09,719.0
Z029,2025-01-10,694.0
Z029,2025-01-11,773.0
Z029,2025-01-12,574.0
Z029,2025-01-13,169.0
Z029,2025-01-14,140.0
Z029,2025-01-15,951.0
Z029,2025-01-16,
Z029,2025-01-17,
Z029,2025-01-18,670.0
Z029,2025-01-19,50.0
Z029,2025-01-20,985.0
Z029,2025-01-21,269.0
Z029,2025-01-22,124.0
Z029,2025-01-23,125.0
Z029,2025-01-24,28.0
Z029,2025-01-25,558.0
Z029,2025-01-26,912.0
Z029,2025-01-27,280.0
Z029,2025-01-28,98.0
Z029,2025-01-29,505.0
Z029,2025-01-30,809.0
Z029,2025-01-31,418.0
Z029,2025-02-01,825.0
Z029,2025-02-02,906.0
Z029,2025-02-03,115.0
Z029,2025-02-04,475.0
Z029,2025-02-05,772.0
Z029,2025-02-06,87.0
Z029,2025-02-07,55.0
Z029,2025-02-08,999.0
Z029,2025-02-09,190.0
Z029,2025-02-10,192.0
Z029,2025-02-11,409.0
Z029,2025-02-12,46.0
Z029,2025-02-13,859.0
Z029,2025-02-14,839.0
Z029,2025-02-15,
Z029,2025-02-16,930.0
Z029,2025-02-17,681.0
Z029,2025-02-18,
Z029,2025-02-19,900.0
Z029,2025-02-20,173.0
Z029,2025-02-21,442.0
Z029,2025-02-22,800.0
Z029,2025-02-23,827.0
Z029,2025-02-24,858.0
Z029,2025-02-25,76.0
Z029,2025-02-26,232.0
Z029,2025-02-27,84.0
Z029,2025-02-28,881.0
Z029,2025-03-01,193.0
Z029,2025-03-02,454.0
Z029,2025-03-03,760.0
Z029,2025-03-04,660.0
Z029,2025-03-05,819.0
Z029,2025-03-06,33.0
Z029,2025-03-07,107.0
Z029,2025-03-08,227.0
Z029,2025-03-09,941.0
Z029,2025-03-10,
Z029,2025-03-11,360.0
Z029,2025-03-12,797.0
Z029,2025-03-13,166.0
Z029,2025-03-14,748.0
Z029,2025-03-15,343.0
Z029,2025-03-16,864.0
Z029,2025-03-17,982.0
Z029,2025-03-18,58.0
Z029,2025-03-19,993.0
Z029,2025-03-20,267.0
Z029,2025-03-21,663.0
Z029,2025-03-22,148.0
Z029,2025-03-23,547.0
Z029,2025-03-24,696.0
Z029,2025-03-25,900.0
Z029,2025-03-26,746.0
Z029,2025-03-27,
Z029,2025-03-28,100.0
Z029,2025-03-29,182.0
Z029,2025-03-30,621.0
Z029,2025-03-31,110.0
Z030,2025-01-01,489.0
Z030,2025-01-02,760.0
Z030,2025-01-03,84.0
Z030,2025-01-04,644.0
Z030,2025-01-05,706.0
Z030,2025-01-06,180.0
Z030,2025-01-07,772.0
Z030,2025-01-08,655.0
Z030,2025-01-09,19.0
Z030,2025-01-10,122.0
Z030,2025-01-11,149.0
Z030,2025-01-12,184.0
Z030,2025-01-13,18.0
Z030,2025-01-14,514.0
Z030,2025-01-15,41.0
Z030,2025-01-16,396.0
Z030,2025-01-17,283.0
Z030,2025-01-18,613.0
Z030,2025-01-19,900.0
Z030,2025-01-20,
Z030,2025-01-21,487.0
Z030,2025-01-22,200.0
Z030,2025-01-23,697.0
Z030,2025-01-24,743.0
Z030,2025-01-25,740.0
Z030,2025-01-26,266.0
Z030,2025-01-27,157.0
Z030,2025-01-28,284.0
Z030,2025-01-29,118.0
Z030,2025-01-30,871.0
Z030,2025-01-31,548.0
Z030,2025-02-01,738.0
Z030,2025-02-02,487.0
Z030,2025-02-03,
Z030,2025-02-04,808.0
Z030,2025-02-05,564.0
Z030,2025-02-06,278.0
Z030,2025-02-07,963.0
Z030,2025-02-08,589.0
Z030,2025-02-09,832.0
Z030,2025-02-10,274.0
Z030,2025-02-11,431.0
Z030,2025-02-12,844.0
Z030,2025-02-13,219.0
Z030,2025-02-14,777.0
Z030,2025-02-15,
Z030,2025-02-16,675.0
Z030,2025-02-17,104.0
Z030,2025-02-18,43.0
Z030,2025-02-19,339.0
Z030,2025-02-20,983.0
Z030,2025-02-21,739.0
Z030,2025-02-22,662.0
Z030,2025-02-23,
Z030,2025-02-24,389.0
Z030,2025-02-25,729.0
Z030,2025-02-26,177.0
Z030,2025-02-27,440.0
Z030,2025-02-28,339.0
Z030,2025-03-01,
Z030,2025-03-02,332.0
Z030,2025-03-03,853.0
Z030,2025-03-04,894.0
Z030,2025-03-05,46.0
Z030,2025-03-06,800.0
Z030,2025-03-07,975.0
Z030,2025-03-08,524.0
Z030,2025-03-09,579.0
Z030,2025-03-10,238.0
Z030,2025-03-11,420.0
Z030,2025-03-12,291.0
Z030,2025-03-13,975.0
Z030,2025-03-14,666.0
Z030,2025-03-15,513.0
Z030,2025-03-16,472.0
Z030,2025-03-17,435.0
Z030,2025-03-18,473.0
Z030,2025-03-19,523.0
Z030,2025-03-20,16.0
Z030,2025-03-21,345.0
Z030,2025-03-22,636.0
Z030,2025-03-23,230.0
Z030,2025-03-24,209.0
Z030,2025-03-25,475.0
Z030,2025-03-26,824.0
Z030,2025-03-27,797.0
Z030,2025-03-28,146.0
Z030,2025-03-29,696.0
Z030,2025-03-30,273.0
Z030,2025-03-31,869.0
Z031,2025-01-01,120.0
Z031,2025-01-02,926.0
Z031,2025-01-03,440.0
Z031,2025-01-04,450.0
Z031,2025-01-05,585.0
Z031,2025-01-06,
Z031,2025-01-07,390.0
Z031,2025-01-08,883.0
Z031,2025-01-09,680.0
Z031,2025-01-10,383.0
Z031,2025-01-11,760.0
Z031,2025-01-12,33.0
Z031,2025-01-13,854.0
Z031,2025-01-14,775.0
Z031,2025-01-15,752.0
Z031,2025-01-16,20.0
Z031,2025-01-17,308.0
Z031,2025-01-18,425.0
Z031,2025-01-19,397.0
Z031,2025-01-20,113.0
Z031,2025-01-21,168.0
Z031,2025-01-22,281.0
Z031,2025-01-23,482.0
Z031,2025-01-24,83.0
Z031,2025-01-25,340.0
Z031,2025-01-26,227.0
Z031,2025-01-27,677.0
Z031,2025-01-28,640.0
Z031,2025-01-29,
Z031,2025-01-30,645.0
Z031,2025-01-31,628.0
Z031,2025-02-01,633.0
Z031,2025-02-02,315.0
Z031,2025-02-03,
Z031,2025-02-04,690.0
Z031,2025-02-05,907.0
Z031,2025-02-06,792.0
Z031,2025-02-07,220.0
Z031,2025-02-08,270.0
Z031,2025-02-09,714.0
Z031,2025-02-10,78.0
Z031,2025-02-11,543.0
Z031,2025-02-12,
Z031,2025-02-13,802.0
Z031,2025-02-14,228.0
Z031,2025-02-15,832.0
Z031,2025-02-16,884.0
Z031,2025-02-17,874.0
Z031,2025-02-18,77.0
Z031,2025-02-19,517.0
Z031,2025-02-20,655.0
Z031,2025-02-21,160.0
Z031,2025-02-22,311.0
Z031,2025-02-23,428.0
Z031,2025-02-24,84.0
Z031,2025-02-25,405.0
Z031,2025-02-26,11.0
Z031,2025-02-27,769.0
Z031,2025-02-28,840.0
Z031,2025-03-01,439.0
Z031,2025-03-02,490.0
Z031,2025-03-03,215.0
Z031,2025-03-04,613.0
Z031,2025-03-05,489.0
Z031,2025-03-06,493.0
Z031,2025-03-07,
Z031,2025-03-08,394.0
Z031,2025-03-09,97.0
Z031,2025-03-10,856.0
Z031,2025-03-11,848.0
Z031,2025-03-12,823.0
Z031,2025-03-13,171.0
Z031,2025-03-14,922.0
Z031,2025-03-15,839.0
Z031,2025-03-16,133.0
Z031,2025-03-17,517.0
Z031,2025-03-18,719.0
Z031,2025-03-19,97.0
Z031,2025-03-20,789.0
Z031,2025-03-21,267.0
Z031,2025-03-22,212.0
Z031,2025-03-23,254.0
Z031,2025-03-24,902.0
Z031,2025-03-25,582.0
Z031,2025-03-26,738.0
Z031,2025-03-27,923.0
Z031,2025-03-28,687.0
Z031,2025-03-29,278.0
Z031,2025-03-30,490.0
Z031,2025-03-31,269.0
Z032,2025-01-01,980.0
Z032,2025-01-02,884.0
Z032,2025-01-03,
Z032,2025-01-04,59.0
Z032,2025-01-05,792.0
Z032,2025-01-06,55.0
Z032,2025-01-07,320.0
Z032,2025-01-08,832.0
Z032,2025-01-09,659.0
Z032,2025-01-10,
Z032,2025-01-11,617.0
Z032,2025-01-12,695.0
Z032,2025-01-13,640.0
Z032,2025-01-14,817.0
Z032,2025-01-15,111.0
Z032,2025-01-16,737.0
Z032,2025-01-17,
Z032,2025-01-18,553.0
Z032,2025-01-19,766.0
Z032,2025-01-20,330.0
Z032,2025-01-21,574.0
Z032,2025-01-22,468.0
Z032,2025-01-23,174.0
Z032,2025-01-24,379.0
Z032,2025-01-25,844.0
Z032,2025-01-26,984.0
Z032,2025-01-27,858.0
Z032,2025-01-28,854.0
Z032,2025-01-29,568.0
Z032,2025-01-30,203.0
Z032,2025-01-31,285.0
Z032,2025-02-01,203.0
Z032,2025-02-02,581.0
Z032,2025-02-03,664.0
Z032,2025-02-04,920.0
Z032,2025-02-05,413.0
Z032,2025-02-06,998.0
Z032,2025-02-07,
Z032,2025-02-08,331.0
Z032,2025-02-09,575.0
Z032,2025-02-10,586.0
Z032,2025-02-11,
Z032,2025-02-12,886.0
Z032,2025-02-13,595.0
Z032,2025-02-14,734.0
Z032,2025-02-15,68.0
Z032,2025-02-16,5.0
Z032,2025-02-17,802.0
Z032,2025-02-18,875.0
Z032,2025-02-19,660.0
Z032,2025-02-20,813.0
Z032,2025-02-21,454.0
Z032,2025-02-22,335.0
Z032,2025-02-23,129.0
Z032,2025-02-24,454.0
Z032,2025-02-25,60.0
Z032,2025-02-26,758.0
Z032,2025-02-27,675.0
Z032,2025-02-28,691.0
Z032,2025-03-01,183.0
Z032,2025-03-02,48.0
Z032,2025-03-03,
Z032,2025-03-04,523.0
Z032,2025-03-05,949.0
Z032,2025-03-06,543.0
Z032,2025-03-07,132.0
Z032,2025-03-08,17.0
Z032,2025-03-09,845.0
Z032,2025-03-10,
Z032,2025-03-11,709.0
Z032,2025-03-12,535.0
Z032,2025-03-13,860.0
Z032,2025-03-14,933.0
Z032,2025-03-15,320.0
Z032,2025-03-16,
Z032,2025-03-17,352.0
Z032,2025-03-18,411.0
Z032,2025-03-19,571.0
Z032,2025-03-20,419.0
Z032,2025-03-21,170.0
Z032,2025-03-22,115.0
Z032,2025-03-23,
Z032,2025-03-24,537.0
Z032,2025-03-25,154.0
Z032,2025-03-26,595.0
Z032,2025-03-27,319.0
Z032,2025-03-28,148.0
Z032,2025-03-29,834.0
Z032,2025-03-30,205.0
Z032,2025-03-31,585.0
Z033,2025-01-01,550.0
Z033,2025-01-02,58.0
Z033,2025-01-03,656.0
Z033,2025-01-04,729.0
Z033,2025-01-05,956.0
Z033,2025-01-06,444.0
Z033,2025-01-07,58.0
Z033,2025-01-08,776.0
Z033,2025-01-09,
Z033,2025-01-10,993.0
Z033,2025-01-11,903.0
Z033,2025-01-12,96.0
Z033,2025-01-13,259.0
Z033,2025-01-14,237.0
Z033,2025-01-15,361.0
Z033,2025-01-16,895.0
Z033,2025-01-17,527.0
Z033,2025-01-18,86.0
Z033,2025-01-19,752.0
Z033,2025-01-20,409.0
Z033,2025-01-21,49.0
Z033,2025-01-22,526.0
Z033,2025-01-23,395.0
Z033,2025-01-24,316.0
Z033,2025-01-25,782.0
Z033,2025-01-26,170.0
Z033,2025-01-27,382.0
Z033,2025-01-28,266.0
Z033,2025-01-29,910.0
Z033,2025-01-30,651.0
Z033,2025-01-31,245.0
Z033,2025-02-01,183.0
Z033,2025-02-02,147.0
Z033,2025-02-03,650.0
Z033,2025-02-04,376.0
Z033,2025-02-05,201.0
Z033,2025-02-06,216.0
Z033,2025-02-07,381.0
Z033,2025-02-08,311.0
Z033,2025-02-09,970.0
Z033,2025-02-10,892.0
Z033,2025-02-11,988.0
Z033,2025-02-12,761.0
Z033,2025-02-13,254.0
Z033,2025-02-14,699.0
Z033,2025-02-15,29.0
Z033,2025-02-16,
Z033,2025-02-17,500.0
Z033,2025-02-18,381.0
Z033,2025-02-19,587.0
Z033,2025-02-20,313.0
Z033,2025-02-21,377.0
Z033,2025-02-22,543.0
Z033,2025-02-23,46.0
Z033,2025-02-24,960.0
Z033,2025-02-25,382.0
Z033,2025-02-26,507.0
Z033,2025-02-27,
Z033,2025-02-28,623.0
Z033,2025-03-01,882.0
Z033,2025-03-02,889.0
Z033,2025-03-03,598.0
Z033,2025-03-04,459.0
Z033,2025-03-05,605.0
Z033,2025-03-06,666.0
Z033,2025-03-07,705.0
Z033,2025-03-08,378.0
Z033,2025-03-09,281.0
Z033,2025-03-10,676.0
Z033,2025-03-11,694.0
Z033,2025-03-12,689.0
Z033,2025-03-13,116.0
Z033,2025-03-14,510.0
Z033,2025-03-15,674.0
Z033,2025-03-16,443.0
Z033,2025-03-17,715.0
Z033,2025-03-18,774.0
Z033,2025-03-19,206.0
Z033,2025-03-20,48.0
Z033,2025-03-21,357.0
Z033,2025-03-22,74.0
Z033,2025-03-23,526.0
Z033,2025-03-24,421.0
Z033,2025-03-25,519.0
Z033,2025-03-26,470.0
Z033,2025-03-27,460.0
Z033,2025-03-28,206.0
Z033,2025-03-29,719.0
Z033,2025-03-30,750.0
Z033,2025-03-31,656.0
Z034,2025-01-01,531.0
Z034,2025-01-02,811.0
Z034,2025-01-03,234.0
Z034,2025-01-04,95.0
Z034,2025-01-05,
Z034,2025-01-06,
Z034,2025-01-07,676.0
Z034,2025-01-08,137.0
Z034,2025-01-09,705.0
Z034,2025-01-10,170.0
Z034,2025-01-11,344.0
Z034,2025-01-12,520.0
Z034,2025-01-13,700.0
Z034,2025-01-14,368.0
Z034,2025-01-15,944.0
Z034,2025-01-16,374.0
Z034,2025-01-17,605.0
Z034,2025-01-18,238.0
Z034,2025-01-19,949.0
Z034,2025-01-20,
Z034,2025-01-21,582.0
Z034,2025-01-22,666.0
Z034,2025-01-23,
Z034,2025-01-24,247.0
Z034,2025-01-25,4.0
Z034,2025-01-26,305.0
Z034,2025-01-27,719.0
Z034,2025-01-28,892.0
Z034,2025-01-29,683.0
Z034,2025-01-30,728.0
Z034,2025-01-31,
Z034,2025-02-01,976.0
Z034,2025-02-02,
Z034,2025-02-03,799.0
Z034,2025-02-04,127.0
Z034,2025-02-05,118.0
Z034,2025-02-06,58.0
Z034,2025-02-07,588.0
Z034,2025-02-08,892.0
Z034,2025-02-09,411.0
Z034,2025-02-10,379.0
Z034,2025-02-11,529.0
Z034,2025-02-12,669.0
Z034,2025-02-13,183.0
Z034,2025-02-14,570.0
Z034,2025-02-15,902.0
Z034,2025-02-16,900.0
Z034,2025-02-17,547.0
Z034,2025-02-18,783.0
Z034,2025-02-19,706.0
Z034,2025-02-20,233.0
Z034,2025-02-21,
Z034,2025-02-22,849.0
Z034,2025-02-23,30.0
Z034,2025-02-24,647.0
Z034,2025-02-25,842.0
Z034,2025-02-26,194.0
Z034,2025-02-27,35.0
Z034,2025-02-28,765.0
Z034,2025-03-01,315.0
Z034,2025-03-02,340.0
Z034,2025-03-03,821.0
Z034,2025-03-04,192.0
Z034,2025-03-05,467.0
Z034,2025-03-06,561.0
Z034,2025-03-07,457.0
Z034,2025-03-08,945.0
Z034,2025-03-09,197.0
Z034,2025-03-10,
Z034,2025-03-11,354.0
Z034,2025-03-12,681.0
Z034,2025-03-13,698.0
Z034,2025-03-14,100.0
Z034,2025-03-15,781.0
Z034,2025-03-16,406.0
Z034,2025-03-17,804.0
Z034,2025-03-18,703.0
Z034,2025-03-19,836.0
Z034,2025-03-20,364.0
Z034,2025-03-21,521.0
Z034,2025-03-22,523.0
Z034,2025-03-23,212.0
Z034,2025-03-24,751.0
Z034,2025-03-25,453.0
Z034,2025-03-26,135.0
Z034,2025-03-27,699.0
Z034,2025-03-28,197.0
Z034,2025-03-29,476.0
Z034,2025-03-30,138.0
Z034,2025-03-31,198.0
Z035,2025-01-01,790.0
Z035,2025-01-02,
Z035,2025-01-03,542.0
Z035,2025-01-04,327.0
Z035,2025-01-05,255.0
Z035,2025-01-06,60.0
Z035,2025-01-07,467.0
Z035,2025-01-08,40.0
Z035,2025-01-09,255.0
Z035,2025-01-10,426.0
Z035,2025-01-11,147.0
Z035,2025-01-12,76.0
Z035,2025-01-13,556.0
Z035,2025-01-14,131.0
Z035,2025-01-15,855.0
Z035,2025-01-16,68.0
Z035,2025-01-17,284.0
Z035,2025-01-18,78.0
Z035,2025-01-19,981.0
Z035,2025-01-20,339.0
Z035,2025-01-21,589.0
Z035,2025-01-22,
Z035,2025-01-23,67.0
Z035,2025-01-24,953.0
Z035,2025-01-25,832.0
Z035,2025-01-26,483.0
Z035,2025-01-27,827.0
Z035,2025-01-28,606.0
Z035,2025-01-29,993.0
Z035,2025-01-30,788.0
Z035,2025-01-31,272.0
Z035,2025-02-01,330.0
Z035,2025-02-02,619.0
Z035,2025-02-03,310.0
Z035,2025-02-04,632.0
Z035,2025-02-05,
Z035,2025-02-06,784.0
Z035,2025-02-07,145.0
Z035,2025-02-08,250.0
Z035,2025-02-09,775.0
Z035,2025-02-10,317.0
Z035,2025-02-11,938.0
Z035,2025-02-12,928.0
Z035,2025-02-13,915.0
Z035,2025-02-14,714.0
Z035,2025-02-15,963.0
Z035,2025-02-16,89.0
Z035,2025-02-17,638.0
Z035,2025-02-18,1.0
Z035,2025-02-19,167.0
Z035,2025-02-20,930.0
Z035,2025-02-21,75.0
Z035,2025-02-22,455.0
Z035,2025-02-23,145.0
Z035,2025-02-24,105.0
Z035,2025-02-25,312.0
Z035,2025-02-26,423.0
Z035,2025-02-27,982.0
Z035,2025-02-28,813.0
Z035,2025-03-01,448.0
Z035,2025-03-02,63.0
Z035,2025-03-03,386.0
Z035,2025-03-04,880.0
Z035,2025-03-05,
Z035,2025-03-06,612.0
Z035,2025-03-07,518.0
Z035,2025-03-08,501.0
Z035,2025-03-09,254.0
Z035,2025-03-10,525.0
Z035,2025-03-11,232.0
Z035,2025-03-12,468.0
Z035,2025-03-13,16.0
Z035,2025-03-14,624.0
Z035,2025-03-15,535.0
Z035,2025-03-16,263.0
Z035,2025-03-17,911.0
Z035,2025-03-18,394.0
Z035,2025-03-19,932.0
Z035,2025-03-20,
Z035,2025-03-21,539.0
Z035,2025-03-22,447.0
Z035,2025-03-23,371.0
Z035,2025-03-24,518.0
Z035,2025-03-25,816.0
Z035,2025-03-26,504.0
Z035,2025-03-27,397.0
Z035,2025-03-28,
Z035,2025-03-29,622.0
Z035,2025-03-30,104.0
Z035,2025-03-31,340.0
Z036,2025-01-01,995.0
Z036,2025-01-02,490.0
Z036,2025-01-03,944.0
Z036,2025-01-04,114.0
Z036,2025-01-05,309.0
Z036,2025-01-06,86.0
Z036,2025-01-07,502.0
Z036,2025-01-08,613.0
Z036,2025-01-09,
Z036,2025-01-10,123.0
Z036,2025-01-11,897.0
Z036,2025-01-12,200.0
Z036,2025-01-13,412.0
Z036,2025-01-14,268.0
Z036,2025-01-15,722.0
Z036,2025-01-16,207.0
Z036,2025-01-17,
Z036,2025-01-18,939.0
Z036,2025-01-19,958.0
Z036,2025-01-20,334.0
Z036,2025-01-21,325.0
Z036,2025-01-22,
Z036,2025-01-23,635.0
Z036,2025-01-24,950.0
Z036,2025-01-25,282.0
Z036,2025-01-26,848.0
Z036,2025-01-27,7.0
Z036,2025-01-28,501.0
Z036,2025-01-29,930.0
Z036,2025-01-30,739.0
Z036,2025-01-31,
Z036,2025-02-01,147.0
Z036,2025-02-02,
Z036,2025-02-03,
Z036,2025-02-04,331.0
Z036,2025-02-05,860.0
Z036,2025-02-06,151.0
Z036,2025-02-07,254.0
Z036,2025-02-08,886.0
Z036,2025-02-09,661.0
Z036,2025-02-10,561.0
Z036,2025-02-11,394.0
Z036,2025-02-12,425.0
